time_s,flow_ml_s
1.7,3.949
1.71,3.927
1.72,4.232
1.73,4.208
1.74,4.067
1.75,3.984
1.76,4.093
1.77,4.011
1.78,3.971
1.79,4.051
1.8,3.934
1.81,4.038
1.82,4.031
1.83,4.09
1.84,3.907
1.85,4.107
1.86,3.864
1.87,3.914
1.88,3.921
1.89,3.839
1.9,4.152
1.91,3.855
1.92,3.895
1.93,4.188
1.94,3.914
1.95,3.972
1.96,3.848
1.97,4.125
1.98,4.127
1.99,4.111
2.0,4.081
2.01,4.011
2.02,3.921
2.03,3.878
2.04,4.193
2.05,4.115
2.06,3.896
2.07,4.006
2.08,3.955
2.09,3.831
2.1,4.027
2.11,3.938
2.12,3.857
2.13,3.778
2.14,3.765
2.15,3.944
2.16,3.987
2.17,3.869
2.18,4.098
2.19,3.99
2.2,4.087
2.21,3.973
2.22,3.882
2.23,4.017
2.24,3.811
2.25,4.081
2.26,3.859
2.27,4.138
2.28,3.949
2.29,4.159
2.3,3.832
2.31,3.898
2.32,4.057
2.33,4.176
2.34,4.25
2.35,4.006
2.36,4.276
2.37,3.957
2.38,4.165
2.39,3.859
2.4,4.063
2.41,3.649
2.42,3.832
2.43,4.07
2.44,3.803
2.45,4.064
2.46,4.136
2.47,3.925
2.48,3.855
2.49,3.929
2.5,3.855
2.51,3.985
2.52,4.015
2.53,3.954
2.54,4.251
2.55,3.892
2.56,4.209
2.57,3.844
2.58,4.011
2.59,4.177
2.6,4.17
2.61,3.937
2.62,4.083
2.63,4.063
2.64,3.919
2.65,4.092
2.66,4.279
2.67,4.071
2.68,4.085
2.69,4.101
2.7,3.781
2.71,4.069
2.72,3.857
2.73,3.948
2.74,4.386
2.75,4.05
2.76,4.002
2.77,4.311
2.78,4.021
2.79,4.12
2.8,4.398
2.81,4.24
2.82,4.022
2.83,4.36
2.84,4.24
2.85,4.551
2.86,4.249
2.87,4.517
2.88,4.644
2.89,4.267
2.9,4.383
2.91,4.486
2.92,4.314
2.93,4.497
2.94,4.436
2.95,4.446
2.96,4.501
2.97,4.515
2.98,4.538
2.99,4.432
3.0,4.446
3.01,4.518
3.02,4.534
3.03,4.479
3.04,4.596
3.05,4.277
3.06,4.441
3.07,4.508
3.08,4.42
3.09,4.79
3.1,4.545
3.11,4.563
3.12,4.458
3.13,4.521
3.14,4.333
3.15,4.48
3.16,4.355
3.17,4.442
3.18,4.087
3.19,4.288
3.2,4.662
3.21,4.551
3.22,4.607
3.23,4.599
3.24,4.473
3.25,4.284
3.26,4.176
3.27,4.481
3.28,4.296
3.29,4.637
3.3,4.183
3.31,4.509
3.32,4.163
3.33,4.36
3.34,4.387
3.35,3.95
3.36,4.002
3.37,3.89
3.38,3.83
3.39,4.1
3.4,3.971
3.41,4.008
3.42,4.083
3.43,3.721
3.44,4.193
3.45,3.948
3.46,4.08
3.47,4.093
3.48,4.206
3.49,3.984
3.5,3.681
3.51,4.009
3.52,4.03
3.53,3.845
3.54,4.022
3.55,3.946
3.56,3.799
3.57,4.101
3.58,3.915
3.59,3.939
3.6,3.931
3.61,4.185
3.62,3.994
3.63,4.012
3.64,3.934
3.65,4.069
3.66,4.202
3.67,4.097
3.68,4.103
3.69,4.091
3.7,3.793
3.71,3.869
3.72,3.969
3.73,3.891
3.74,3.84
3.75,3.719
3.76,3.798
3.77,3.962
3.78,3.99
3.79,3.881
3.8,4.012
3.81,3.935
3.82,4.164
3.83,3.976
3.84,4.104
3.85,4.03
3.86,3.79
3.87,3.986
3.88,3.815
3.89,3.984
3.9,3.888
3.91,4.057
3.92,3.799
3.93,4.002
3.94,4.086
3.95,4.136
3.96,3.885
3.97,4.003
3.98,4.028
3.99,4.232
4.0,3.778
4.01,3.863
4.02,4.421
4.03,3.959
4.04,3.716
4.05,3.913
4.06,3.585
4.07,4.036
4.08,4.121
4.09,3.863
4.1,3.929
4.11,4.139
4.12,3.737
4.13,3.802
4.14,3.966
4.15,3.887
4.16,3.956
4.17,3.81
4.18,4.032
4.19,3.978
4.2,4.082
4.21,4.03
4.22,4.031
4.23,3.783
4.24,4.074
4.25,3.95
4.26,3.975
4.27,4.157
4.28,3.892
4.29,4.203
4.3,4.217
4.31,4.113
4.32,3.853
4.33,3.672
4.34,4.162
4.35,4.017
4.36,3.888
4.37,4.176
4.38,3.871
4.39,3.936
4.4,4.079
4.41,3.833
4.42,3.984
4.43,4.163
4.44,4.032
4.45,4.187
4.46,4.17
4.47,4.008
4.48,3.694
4.49,3.915
4.5,4.233
4.51,3.922
4.52,4.142
4.53,4.279
4.54,4.484
4.55,4.214
4.56,4.239
4.57,4.363
4.58,4.459
4.59,4.418
4.6,4.633
4.61,4.39
4.62,4.562
4.63,4.644
4.64,4.551
4.65,4.77
4.66,4.699
4.67,4.827
4.68,4.77
4.69,4.829
4.7,4.71
4.71,4.741
4.72,5.05
4.73,4.992
4.74,4.774
4.75,4.985
4.76,4.631
4.77,4.931
4.78,5.19
4.79,5.057
4.8,5.122
4.81,4.681
4.82,5.103
4.83,5.241
4.84,5.288
4.85,5.391
4.86,5.244
4.87,5.278
4.88,5.132
4.89,5.329
4.9,5.199
4.91,5.139
4.92,5.282
4.93,5.699
4.94,5.461
4.95,5.563
4.96,5.483
4.97,5.32
4.98,5.759
4.99,5.322
5.0,5.595
5.01,5.701
5.02,5.774
5.03,5.662
5.04,5.527
5.05,5.715
5.06,5.755
5.07,5.785
5.08,6.08
5.09,5.786
5.1,6.048
5.11,6.063
5.12,6.219
5.13,6.092
5.14,6.268
5.15,6.161
5.16,6.291
5.17,6.04
5.18,5.91
5.19,6.404
5.2,6.453
5.21,6.503
5.22,6.396
5.23,6.743
5.24,6.495
5.25,6.673
5.26,6.746
5.27,6.962
5.28,6.705
5.29,6.704
5.3,6.627
5.31,7.136
5.32,7.018
5.33,7.075
5.34,7.528
5.35,7.163
5.36,6.974
5.37,7.195
5.38,7.135
5.39,7.278
5.4,7.335
5.41,7.366
5.42,7.304
5.43,7.811
5.44,7.678
5.45,7.66
5.46,7.869
5.47,7.888
5.48,7.921
5.49,8.045
5.5,8.025
5.51,8.169
5.52,8.246
5.53,8.221
5.54,8.228
5.55,8.555
5.56,8.318
5.57,8.514
5.58,8.582
5.59,8.493
5.6,8.528
5.61,8.661
5.62,8.704
5.63,8.623
5.64,8.808
5.65,9.009
5.66,9.223
5.67,9.179
5.68,8.768
5.69,9.315
5.7,9.197
5.71,9.409
5.72,9.398
5.73,9.43
5.74,9.502
5.75,9.571
5.76,9.832
5.77,9.682
5.78,9.902
5.79,9.933
5.8,9.944
5.81,9.626
5.82,10.111
5.83,9.922
5.84,10.145
5.85,9.937
5.86,9.948
5.87,10.464
5.88,10.065
5.89,10.419
5.9,10.302
5.91,10.256
5.92,10.346
5.93,10.189
5.94,10.412
5.95,10.28
5.96,10.409
5.97,10.631
5.98,10.553
5.99,10.312
6.0,10.68
6.01,10.568
6.02,10.501
6.03,10.707
6.04,10.58
6.05,10.437
6.06,10.895
6.07,10.619
6.08,10.611
6.09,10.561
6.1,10.796
6.11,10.535
6.12,10.375
6.13,10.496
6.14,10.785
6.15,10.697
6.16,10.519
6.17,10.745
6.18,10.631
6.19,10.457
6.2,10.449
6.21,10.497
6.22,10.295
6.23,10.391
6.24,10.405
6.25,10.072
6.26,10.262
6.27,10.208
6.28,10.369
6.29,9.897
6.3,10.075
6.31,10.016
6.32,10.187
6.33,9.99
6.34,10.218
6.35,9.998
6.36,9.787
6.37,9.832
6.38,9.69
6.39,9.818
6.4,9.434
6.41,9.454
6.42,9.588
6.43,9.646
6.44,9.073
6.45,9.55
6.46,9.262
6.47,8.94
6.48,8.711
6.49,8.87
6.5,9.034
6.51,8.965
6.52,9.007
6.53,8.767
6.54,8.62
6.55,8.662
6.56,8.666
6.57,8.633
6.58,8.418
6.59,8.609
6.6,8.319
6.61,8.221
6.62,8.209
6.63,8.392
6.64,8.151
6.65,8.008
6.66,8.193
6.67,8.318
6.68,7.972
6.69,8.07
6.7,7.987
6.71,7.687
6.72,7.73
6.73,7.483
6.74,7.594
6.75,7.483
6.76,7.469
6.77,7.372
6.78,7.397
6.79,7.477
6.8,7.338
6.81,7.036
6.82,7.166
6.83,7.013
6.84,7.243
6.85,7.248
6.86,7.18
6.87,6.993
6.88,7.12
6.89,6.986
6.9,6.861
6.91,7.12
6.92,7.11
6.93,7.111
6.94,6.859
6.95,7.112
6.96,6.846
6.97,7.006
6.98,6.821
6.99,6.855
7.0,6.518
7.01,6.831
7.02,6.886
7.03,6.809
7.04,7.133
7.05,6.696
7.06,6.789
7.07,6.742
7.08,6.799
7.09,7.046
7.1,7.122
7.11,6.805
7.12,6.813
7.13,6.761
7.14,7.145
7.15,7.133
7.16,6.965
7.17,6.79
7.18,6.822
7.19,7.063
7.2,7.141
7.21,6.771
7.22,7.055
7.23,7.37
7.24,7.119
7.25,7.4
7.26,7.3
7.27,7.066
7.28,7.211
7.29,7.263
7.3,7.167
7.31,7.193
7.32,7.593
7.33,7.249
7.34,7.586
7.35,7.387
7.36,7.478
7.37,7.595
7.38,7.449
7.39,7.653
7.4,7.289
7.41,7.69
7.42,7.282
7.43,7.645
7.44,7.835
7.45,7.826
7.46,7.564
7.47,7.609
7.48,7.706
7.49,7.862
7.5,7.552
7.51,7.878
7.52,7.948
7.53,7.88
7.54,8.022
7.55,7.996
7.56,7.899
7.57,7.707
7.58,8.034
7.59,7.886
7.6,7.957
7.61,8.129
7.62,8.281
7.63,8.074
7.64,8.172
7.65,7.881
7.66,8.142
7.67,8.102
7.68,8.301
7.69,8.039
7.7,8.087
7.71,8.283
7.72,8.111
7.73,7.957
7.74,8.504
7.75,7.956
7.76,8.104
7.77,8.16
7.78,8.141
7.79,8.065
7.8,8.056
7.81,8.039
7.82,7.895
7.83,8.373
7.84,8.005
7.85,8.113
7.86,7.958
7.87,7.939
7.88,7.907
7.89,7.725
7.9,7.915
7.91,7.859
7.92,8.076
7.93,7.7
7.94,7.772
7.95,7.702
7.96,8.031
7.97,7.661
7.98,7.853
7.99,7.89
8.0,7.699
8.01,7.49
8.02,7.468
8.03,7.776
8.04,7.434
8.05,7.657
8.06,7.59
8.07,7.604
8.08,7.594
8.09,7.358
8.1,7.327
8.11,7.556
8.12,7.33
8.13,6.988
8.14,7.475
8.15,7.199
8.16,7.402
8.17,7.518
8.18,7.29
8.19,7.416
8.2,7.269
8.21,7.464
8.22,7.048
8.23,7.187
8.24,7.272
8.25,7.126
8.26,7.311
8.27,7.058
8.28,7.419
8.29,7.413
8.3,7.125
8.31,7.154
8.32,7.239
8.33,6.873
8.34,6.846
8.35,7.223
8.36,7.069
8.37,6.989
8.38,7.02
8.39,6.657
8.4,6.984
8.41,6.899
8.42,7.149
8.43,7.161
8.44,7.101
8.45,7.076
8.46,6.796
8.47,7.114
8.48,7.126
8.49,7.225
8.5,7.364
8.51,6.801
8.52,7.006
8.53,6.964
8.54,7.112
8.55,7.101
8.56,7.077
8.57,7.28
8.58,6.975
8.59,6.999
8.6,7.017
8.61,7.133
8.62,7.02
8.63,7.214
8.64,7.214
8.65,7.139
8.66,7.407
8.67,7.286
8.68,7.473
8.69,7.304
8.7,7.349
8.71,7.288
8.72,7.391
8.73,7.519
8.74,7.37
8.75,7.529
8.76,7.349
8.77,7.604
8.78,7.422
8.79,7.656
8.8,7.555
8.81,7.792
8.82,7.409
8.83,7.377
8.84,7.522
8.85,7.423
8.86,7.438
8.87,7.753
8.88,7.673
8.89,7.614
8.9,7.64
8.91,7.62
8.92,7.967
8.93,7.618
8.94,7.538
8.95,7.863
8.96,7.717
8.97,8.06
8.98,7.679
8.99,7.887
9.0,7.924
9.01,7.683
9.02,7.648
9.03,7.869
9.04,7.84
9.05,7.537
9.06,7.573
9.07,7.354
9.08,7.814
9.09,7.675
9.1,7.679
9.11,7.436
9.12,7.511
9.13,7.588
9.14,7.542
9.15,7.642
9.16,7.692
9.17,7.924
9.18,7.559
9.19,7.706
9.2,7.389
9.21,7.237
9.22,7.409
9.23,7.194
9.24,7.407
9.25,7.258
9.26,7.051
9.27,7.572
9.28,7.199
9.29,7.0
9.3,7.346
9.31,7.067
9.32,7.304
9.33,6.994
9.34,6.987
9.35,7.082
9.36,7.082
9.37,7.07
9.38,6.903
9.39,6.957
9.4,6.951
9.41,6.831
9.42,6.741
9.43,6.507
9.44,6.775
9.45,6.654
9.46,6.548
9.47,6.764
9.48,6.321
9.49,6.746
9.5,6.46
9.51,6.477
9.52,6.336
9.53,6.112
9.54,6.309
9.55,6.349
9.56,6.37
9.57,6.21
9.58,5.884
9.59,5.956
9.6,6.47
9.61,5.976
9.62,6.332
9.63,5.958
9.64,6.053
9.65,6.158
9.66,5.927
9.67,6.277
9.68,6.039
9.69,6.089
9.7,5.974
9.71,6.109
9.72,6.246
9.73,5.99
9.74,6.273
9.75,5.927
9.76,6.142
9.77,6.112
9.78,5.891
9.79,6.1
9.8,6.087
9.81,5.98
9.82,6.185
9.83,6.18
9.84,6.177
9.85,6.21
9.86,6.241
9.87,6.237
9.88,6.354
9.89,6.28
9.9,6.821
9.91,6.26
9.92,6.436
9.93,6.502
9.94,6.942
9.95,6.498
9.96,6.823
9.97,6.862
9.98,6.943
9.99,7.149
10.0,7.22
10.01,7.046
10.02,7.221
10.03,6.994
10.04,7.372
10.05,7.324
10.06,7.504
10.07,7.37
10.08,7.776
10.09,7.556
10.1,7.93
10.11,7.824
10.12,7.981
10.13,8.385
10.14,8.405
10.15,8.596
10.16,8.766
10.17,8.526
10.18,8.979
10.19,8.647
10.2,9.093
10.21,9.023
10.22,9.074
10.23,9.423
10.24,9.591
10.25,9.706
10.26,9.721
10.27,9.83
10.28,10.011
10.29,10.099
10.3,10.257
10.31,10.329
10.32,10.547
10.33,10.299
10.34,10.646
10.35,10.581
10.36,10.952
10.37,11.279
10.38,11.083
10.39,11.294
10.4,11.509
10.41,11.205
10.42,11.555
10.43,11.806
10.44,11.434
10.45,11.837
10.46,12.263
10.47,12.362
10.48,12.379
10.49,12.565
10.5,12.574
10.51,12.732
10.52,12.707
10.53,12.875
10.54,12.864
10.55,13.248
10.56,13.385
10.57,13.459
10.58,13.285
10.59,13.294
10.6,13.718
10.61,13.695
10.62,13.747
10.63,13.685
10.64,13.923
10.65,13.774
10.66,14.106
10.67,14.29
10.68,14.397
10.69,14.326
10.7,14.076
10.71,14.375
10.72,14.725
10.73,14.33
10.74,14.505
10.75,14.777
10.76,14.705
10.77,15.03
10.78,14.591
10.79,14.592
10.8,14.962
10.81,14.633
10.82,14.815
10.83,14.864
10.84,15.056
10.85,15.017
10.86,15.015
10.87,14.905
10.88,15.164
10.89,15.6
10.9,15.112
10.91,15.032
10.92,14.829
10.93,14.933
10.94,14.999
10.95,14.951
10.96,15.027
10.97,15.292
10.98,15.207
10.99,14.988
11.0,14.821
11.01,15.191
11.02,14.969
11.03,14.702
11.04,15.051
11.05,15.08
11.06,14.542
11.07,14.761
11.08,14.846
11.09,14.948
11.1,14.735
11.11,14.662
11.12,14.868
11.13,14.66
11.14,14.782
11.15,14.504
11.16,14.436
11.17,14.721
11.18,14.613
11.19,14.68
11.2,14.428
11.21,14.354
11.22,14.643
11.23,14.175
11.24,14.556
11.25,14.531
11.26,14.427
11.27,14.159
11.28,14.103
11.29,14.159
11.3,13.96
11.31,13.975
11.32,14.18
11.33,14.145
11.34,13.856
11.35,14.08
11.36,14.012
11.37,14.136
11.38,13.962
11.39,14.002
11.4,13.882
11.41,13.925
11.42,13.553
11.43,13.697
11.44,13.679
11.45,13.618
11.46,13.692
11.47,13.691
11.48,13.627
11.49,13.514
11.5,13.403
11.51,13.651
11.52,13.513
11.53,13.283
11.54,13.382
11.55,13.125
11.56,13.368
11.57,13.31
11.58,13.232
11.59,13.534
11.6,13.101
11.61,13.36
11.62,13.561
11.63,13.375
11.64,13.189
11.65,13.004
11.66,12.951
11.67,13.075
11.68,13.015
11.69,12.992
11.7,13.033
11.71,13.048
11.72,13.118
11.73,12.842
11.74,12.908
11.75,12.968
11.76,12.945
11.77,13.231
11.78,12.972
11.79,12.676
11.8,12.962
11.81,12.962
11.82,12.842
11.83,12.658
11.84,13.083
11.85,12.638
11.86,12.875
11.87,12.784
11.88,12.82
11.89,12.962
11.9,12.766
11.91,12.572
11.92,12.795
11.93,12.507
11.94,12.597
11.95,12.349
11.96,12.358
11.97,12.488
11.98,12.503
11.99,12.158
12.0,12.453
12.01,12.219
12.02,12.496
12.03,12.212
12.04,12.056
12.05,12.194
12.06,12.002
12.07,12.285
12.08,12.049
12.09,11.979
12.1,12.042
12.11,11.752
12.12,11.658
12.13,11.859
12.14,11.578
12.15,11.522
12.16,11.756
12.17,11.65
12.18,11.323
12.19,11.357
12.2,11.251
12.21,11.589
12.22,11.393
12.23,11.127
12.24,11.208
12.25,10.849
12.26,10.881
12.27,10.926
12.28,10.905
12.29,10.749
12.3,10.726
12.31,10.625
12.32,10.512
12.33,10.414
12.34,10.316
12.35,10.336
12.36,10.283
12.37,10.171
12.38,9.883
12.39,9.829
12.4,9.957
12.41,10.035
12.42,9.755
12.43,9.588
12.44,9.601
12.45,9.314
12.46,9.598
12.47,9.347
12.48,9.136
12.49,9.13
12.5,8.994
12.51,9.189
12.52,8.881
12.53,8.854
12.54,8.838
12.55,8.562
12.56,8.625
12.57,8.56
12.58,8.21
12.59,8.407
12.6,8.289
12.61,8.244
12.62,8.159
12.63,8.123
12.64,8.218
12.65,7.774
12.66,7.836
12.67,7.925
12.68,7.837
12.69,7.775
12.7,8.062
12.71,7.687
12.72,7.712
12.73,7.446
12.74,7.296
12.75,7.352
12.76,7.463
12.77,7.376
12.78,7.337
12.79,7.209
12.8,7.152
12.81,7.15
12.82,7.258
12.83,7.25
12.84,6.95
12.85,7.196
12.86,6.967
12.87,7.121
12.88,7.01
12.89,7.265
12.9,6.962
12.91,7.048
12.92,7.112
12.93,6.893
12.94,7.019
12.95,6.998
12.96,6.972
12.97,6.997
12.98,7.247
12.99,7.01
13.0,7.207
13.01,7.194
13.02,6.965
13.03,7.282
13.04,7.025
13.05,7.367
13.06,7.234
13.07,7.352
13.08,7.199
13.09,7.456
13.1,7.624
13.11,7.413
13.12,7.495
13.13,7.707
13.14,7.767
13.15,7.387
13.16,8.114
13.17,7.951
13.18,8.039
13.19,7.977
13.2,7.786
13.21,8.233
13.22,8.115
13.23,8.351
13.24,8.307
13.25,8.447
13.26,8.367
13.27,8.686
13.28,8.452
13.29,9.042
13.3,9.116
13.31,9.1
13.32,9.122
13.33,8.994
13.34,9.257
13.35,9.144
13.36,9.001
13.37,9.535
13.38,9.554
13.39,9.454
13.4,9.349
13.41,9.519
13.42,9.406
13.43,9.893
13.44,9.581
13.45,9.935
13.46,9.834
13.47,9.814
13.48,10.129
13.49,10.108
13.5,10.347
13.51,10.093
13.52,10.229
13.53,10.043
13.54,10.13
13.55,10.781
13.56,10.877
13.57,10.628
13.58,10.539
13.59,10.664
13.6,10.884
13.61,10.717
13.62,10.869
13.63,10.869
13.64,10.82
13.65,10.858
13.66,11.011
13.67,10.847
13.68,11.086
13.69,10.969
13.7,11.079
13.71,11.284
13.72,11.065
13.73,11.24
13.74,10.842
13.75,11.046
13.76,11.124
13.77,11.41
13.78,10.825
13.79,11.101
13.8,11.327
13.81,10.981
13.82,11.055
13.83,11.122
13.84,11.083
13.85,11.271
13.86,11.081
13.87,11.189
13.88,10.91
13.89,10.824
13.9,10.87
13.91,10.697
13.92,10.909
13.93,10.741
13.94,10.66
13.95,10.795
13.96,10.506
13.97,10.749
13.98,10.515
13.99,10.714
14.0,10.432
14.01,10.535
14.02,10.416
14.03,10.448
14.04,10.299
14.05,9.978
14.06,10.323
14.07,10.102
14.08,10.177
14.09,10.104
14.1,9.826
14.11,9.746
14.12,9.922
14.13,9.718
14.14,9.845
14.15,9.618
14.16,9.738
14.17,9.589
14.18,9.509
14.19,9.351
14.2,9.384
14.21,9.47
14.22,9.225
14.23,9.257
14.24,9.128
14.25,9.085
14.26,9.271
14.27,9.14
14.28,8.92
14.29,8.89
14.3,8.703
14.31,8.735
14.32,8.761
14.33,8.797
14.34,8.739
14.35,8.419
14.36,8.693
14.37,8.495
14.38,8.324
14.39,8.639
14.4,8.626
14.41,8.416
14.42,8.455
14.43,8.438
14.44,8.509
14.45,8.388
14.46,8.06
14.47,8.544
14.48,8.388
14.49,8.139
14.5,8.052
14.51,8.274
14.52,8.152
14.53,8.24
14.54,8.302
14.55,8.108
14.56,8.03
14.57,8.262
14.58,8.133
14.59,8.246
14.6,8.037
14.61,8.217
14.62,8.38
14.63,8.384
14.64,8.198
14.65,8.167
14.66,8.371
14.67,8.483
14.68,8.491
14.69,8.387
14.7,8.544
14.71,8.762
14.72,8.607
14.73,8.373
14.74,8.691
14.75,9.012
14.76,8.559
14.77,8.805
14.78,8.816
14.79,8.916
14.8,8.983
14.81,9.179
14.82,9.076
14.83,9.311
14.84,9.16
14.85,9.184
14.86,9.195
14.87,9.084
14.88,9.459
14.89,9.788
14.9,9.612
14.91,9.709
14.92,9.608
14.93,9.698
14.94,9.947
14.95,10.166
14.96,10.154
14.97,10.117
14.98,10.067
14.99,10.159
15.0,10.08
15.01,10.042
15.02,10.155
15.03,10.397
15.04,10.411
15.05,10.299
15.06,10.578
15.07,10.599
15.08,10.534
15.09,10.717
15.1,10.786
15.11,10.803
15.12,11.095
15.13,10.73
15.14,10.777
15.15,11.133
15.16,11.204
15.17,11.307
15.18,11.22
15.19,11.218
15.2,11.407
15.21,11.394
15.22,11.745
15.23,11.513
15.24,11.603
15.25,12.03
15.26,11.676
15.27,11.835
15.28,11.893
15.29,11.949
15.3,11.925
15.31,11.952
15.32,11.978
15.33,11.916
15.34,12.089
15.35,12.381
15.36,12.295
15.37,12.194
15.38,12.31
15.39,12.085
15.4,12.208
15.41,12.421
15.42,12.532
15.43,12.223
15.44,12.295
15.45,12.723
15.46,12.438
15.47,12.724
15.48,12.508
15.49,12.54
15.5,12.482
15.51,12.694
15.52,12.781
15.53,12.447
15.54,12.573
15.55,12.787
15.56,12.654
15.57,12.623
15.58,12.872
15.59,12.91
15.6,12.701
15.61,12.824
15.62,12.635
15.63,12.706
15.64,12.884
15.65,12.895
15.66,12.771
15.67,12.835
15.68,12.809
15.69,13.064
15.7,12.729
15.71,12.901
15.72,12.803
15.73,13.175
15.74,12.873
15.75,13.181
15.76,13.455
15.77,13.494
15.78,13.007
15.79,13.359
15.8,13.204
15.81,13.211
15.82,13.413
15.83,13.655
15.84,13.603
15.85,13.449
15.86,13.707
15.87,13.311
15.88,13.582
15.89,13.62
15.9,13.806
15.91,13.815
15.92,13.877
15.93,13.926
15.94,14.011
15.95,14.145
15.96,14.145
15.97,14.139
15.98,14.303
15.99,14.429
16.0,14.285
16.01,14.424
16.02,14.673
16.03,14.4
16.04,14.904
16.05,14.501
16.06,14.72
16.07,14.701
16.08,15.243
16.09,14.912
16.1,14.986
16.11,15.08
16.12,15.225
16.13,15.238
16.14,15.343
16.15,14.911
16.16,15.526
16.17,15.597
16.18,15.828
16.19,15.947
16.2,15.8
16.21,16.029
16.22,15.819
16.23,16.178
16.24,16.054
16.25,16.04
16.26,16.267
16.27,16.581
16.28,16.474
16.29,16.746
16.3,16.483
16.31,16.826
16.32,16.643
16.33,16.846
16.34,16.914
16.35,17.05
16.36,17.055
16.37,16.973
16.38,17.28
16.39,17.47
16.4,17.183
16.41,17.054
16.42,17.461
16.43,17.391
16.44,17.473
16.45,17.626
16.46,17.522
16.47,17.596
16.48,17.664
16.49,17.94
16.5,17.761
16.51,17.606
16.52,17.644
16.53,17.873
16.54,17.709
16.55,17.667
16.56,18.016
16.57,18.04
16.58,17.896
16.59,18.005
16.6,17.996
16.61,18.062
16.62,18.062
16.63,17.577
16.64,17.924
16.65,18.028
16.66,17.874
16.67,17.923
16.68,18.009
16.69,17.883
16.7,18.069
16.71,17.979
16.72,17.756
16.73,17.705
16.74,17.263
16.75,17.595
16.76,17.39
16.77,17.572
16.78,17.504
16.79,17.524
16.8,17.564
16.81,17.282
16.82,17.556
16.83,17.173
16.84,16.863
16.85,16.893
16.86,16.836
16.87,16.892
16.88,16.569
16.89,16.572
16.9,16.494
16.91,16.35
16.92,16.435
16.93,16.303
16.94,16.273
16.95,15.936
16.96,16.052
16.97,15.55
16.98,15.427
16.99,15.332
17.0,15.392
17.01,15.446
17.02,15.047
17.03,14.937
17.04,14.845
17.05,14.831
17.06,14.539
17.07,14.396
17.08,14.137
17.09,14.115
17.1,14.239
17.11,13.936
17.12,13.671
17.13,13.827
17.14,13.412
17.15,13.571
17.16,13.426
17.17,13.082
17.18,12.706
17.19,13.132
17.2,12.705
17.21,12.456
17.22,12.507
17.23,12.328
17.24,12.28
17.25,11.844
17.26,11.853
17.27,11.49
17.28,11.632
17.29,11.394
17.3,11.306
17.31,11.11
17.32,10.964
17.33,10.743
17.34,10.865
17.35,10.844
17.36,10.414
17.37,10.46
17.38,10.323
17.39,10.142
17.4,9.798
17.41,9.719
17.42,9.688
17.43,9.377
17.44,9.804
17.45,9.546
17.46,9.387
