time_s,flow_ml_s
5.47,4.9227799999999995
5.48,5.055789999999999
5.49,5.0647199999999994
5.5,5.057669999999999
5.51,5.08211
5.52,5.076
5.53,5.21042
5.54,5.07318
5.55,5.06989
5.56,5.05062
5.57,5.0431
5.58,5.04028
5.59,5.0778799999999995
5.6,5.14744
5.61,5.18833
5.62,5.180809999999999
5.63,5.1352199999999995
5.64,5.264939999999999
5.65,5.26588
5.66,5.21465
5.67,5.19209
5.68,5.28891
5.69,5.2757499999999995
5.7,5.17235
5.71,5.281859999999999
5.72,5.3175799999999995
5.73,5.2475499999999995
5.74,5.33685
5.75,5.2329799999999995
5.76,5.44166
5.77,5.447769999999999
5.78,5.354239999999999
5.79,5.4097
5.8,5.226399999999999
5.81,5.32698
5.82,5.39983
5.83,5.35706
5.84,5.49524
5.85,5.5977
5.86,5.3862
5.87,5.42239
5.88,5.50981
5.89,5.61885
5.9,5.4313199999999995
5.91,5.54741
5.92,5.67008
5.93,5.43743
5.94,5.4755
5.95,5.548349999999999
5.96,5.55352
5.97,5.659739999999999
5.98,5.631539999999999
5.99,5.5013499999999995
6.0,5.674779999999999
6.01,5.60992
6.02,5.75233
6.03,5.6306
6.04,5.64188
6.05,5.73682
6.06,5.76455
6.07,5.75468
6.08,5.616029999999999
6.09,5.7847599999999995
6.1,5.68606
6.11,5.787579999999999
6.12,5.68277
6.13,5.8265899999999995
6.14,5.74998
6.15,5.728829999999999
6.16,5.88158
6.17,5.85996
6.18,5.8115499999999995
6.19,5.96947
6.2,5.84774
6.21,5.89333
6.22,5.922
6.23,5.87124
6.24,5.960069999999999
6.25,5.901319999999999
6.26,5.92153
6.27,6.05877
6.28,5.901319999999999
6.29,5.816249999999999
6.3,6.111879999999999
6.31,6.1899
6.32,5.99344
6.33,5.8975599999999995
6.34,6.0239899999999995
6.35,6.0376199999999995
6.36,6.056419999999999
6.37,6.00331
6.38,6.13444
6.39,6.14243
6.4,6.011769999999999
6.41,6.17815
6.42,6.28578
6.43,6.16499
6.44,6.140549999999999
6.45,6.166399999999999
6.46,6.231259999999999
6.47,6.07804
6.48,6.223269999999999
6.49,6.196009999999999
6.5,6.36568
6.51,6.23455
6.52,6.3764899999999995
6.53,6.19272
6.54,6.323849999999999
6.55,6.31633
6.56,6.24442
6.57,6.32996
6.58,6.41456
6.59,6.31821
6.6,6.23314
6.61,6.3628599999999995
6.62,6.312569999999999
6.63,6.3633299999999995
6.64,6.393409999999999
6.65,6.29095
6.66,6.308809999999999
6.67,6.46814
6.68,6.408919999999999
6.69,6.27685
6.7,6.524539999999999
6.71,6.5001
6.72,6.441819999999999
6.73,6.41127
6.74,6.5743599999999995
6.75,6.551799999999999
6.76,6.70643
6.77,6.58
6.78,6.5889299999999995
6.79,6.5616699999999994
6.8,6.642509999999999
6.81,6.64063
6.82,6.69609
6.83,6.58282
6.84,6.60021
6.85,6.608669999999999
6.86,6.70972
6.87,6.77082
6.88,6.64439
6.89,6.65849
6.9,6.721939999999999
6.91,6.69374
6.92,6.789619999999999
6.93,6.5752999999999995
6.94,6.6871599999999995
6.95,6.7017299999999995
6.96,6.604439999999999
6.97,6.711599999999999
6.98,6.72617
6.99,6.787739999999999
7.0,6.892079999999999
7.01,6.80748
7.02,6.7633
7.03,6.8431999999999995
7.04,6.932499999999999
7.05,6.8013699999999995
7.06,6.816879999999999
7.07,6.93203
7.08,6.88832
7.09,6.9607
7.1,6.92545
7.11,6.987019999999999
7.12,6.875629999999999
7.13,6.95929
7.14,6.9564699999999995
7.15,6.89678
7.16,6.88315
7.17,7.05282
7.18,6.99125
7.19,6.95506
7.2,7.0312
7.21,7.128489999999999
7.22,6.8995999999999995
7.23,6.96587
7.24,7.017569999999999
7.25,7.1966399999999995
7.26,7.12426
7.27,7.16985
7.28,7.04624
7.29,7.058929999999999
7.3,7.18019
7.31,7.16374
7.32,7.20933
7.33,7.1684399999999995
7.34,7.21215
7.35,7.214499999999999
7.36,7.26949
7.37,7.282179999999999
7.38,7.12191
7.39,7.08901
7.4,7.328709999999999
7.41,7.352679999999999
7.42,7.20792
7.43,7.15951
7.44,7.3084999999999996
7.45,7.37806
7.46,7.44997
7.47,7.37054
7.48,7.31837
7.49,7.29252
7.5,7.36725
7.51,7.355969999999999
7.52,7.31649
7.53,7.543029999999999
7.54,7.5350399999999995
7.55,7.50026
7.56,7.3658399999999995
7.57,7.50167
7.58,7.49697
7.59,7.49368
7.6,7.56136
7.61,7.528929999999999
7.62,7.546789999999999
7.63,7.5500799999999995
7.64,7.53974
7.65,7.40062
7.66,7.542559999999999
7.67,7.508249999999999
7.68,7.467829999999999
7.69,7.68685
7.7,7.700950000000001
7.71,7.68544
7.72,7.617759999999999
7.73,7.7056499999999994
7.74,7.62152
7.75,7.64549
7.76,7.564649999999999
7.77,7.68027
7.78,7.66664
7.79,7.581099999999999
7.8,7.679799999999999
7.81,7.68779
7.82,7.8306700000000005
7.83,7.77709
7.84,7.72539
7.85,7.752179999999999
7.86,7.74842
7.87,7.740899999999999
7.88,7.6892
7.89,7.765339999999999
7.9,7.7333799999999995
7.91,7.707999999999999
7.92,7.84242
7.93,7.8443000000000005
7.94,7.700950000000001
7.95,7.828319999999999
7.96,7.917149999999999
7.97,7.93172
7.98,7.93971
7.99,7.880019999999999
8.0,7.82785
8.01,7.821269999999998
8.02,7.93172
8.03,7.944409999999999
8.04,8.018199999999998
8.05,8.015379999999999
8.06,7.9383
8.07,7.86968
8.08,7.9448799999999995
8.09,7.99282
8.1,7.973079999999999
8.11,7.956629999999999
8.12,8.02478
8.13,7.981539999999999
8.14,7.982480000000001
8.15,8.05862
8.16,8.018199999999998
8.17,8.07366
8.18,8.08541
8.19,7.99564
8.2,8.05157
8.21,8.1968
8.22,8.02337
8.23,7.96556
8.24,7.99329
8.25,8.13617
8.26,8.14604
8.27,8.1451
8.28,8.248969999999998
8.29,7.98436
8.3,8.21043
8.31,8.30208
8.32,8.122069999999999
8.33,8.18411
8.34,8.16766
8.35,8.16719
8.36,8.216539999999998
8.37,8.349549999999999
8.38,8.38809
8.39,8.24427
8.4,8.411589999999999
8.41,8.28939
8.42,8.42005
8.43,8.29926
8.44,8.324169999999999
8.45,8.350019999999999
8.46,8.557759999999998
8.47,8.40313
8.48,8.302549999999998
8.49,8.42992
8.5,8.34532
8.51,8.345790000000001
8.52,8.45342
8.53,8.40078
8.54,8.42757
8.55,8.4177
8.56,8.44966
8.57,8.465169999999999
8.58,8.307719999999998
8.59,8.500419999999998
8.6,8.39326
8.61,8.36976
8.62,8.47645
8.63,8.49572
8.64,8.44966
8.65,8.56622
8.66,8.42193
8.67,8.49713
8.68,8.49337
8.69,8.54037
8.7,8.57186
8.71,8.490079999999999
8.72,8.62121
8.73,8.58361
8.74,8.45436
8.75,8.45859
8.76,8.604759999999999
8.77,8.598650000000001
8.78,8.61557
8.79,8.629669999999999
8.8,8.65646
8.81,8.71615
8.82,8.57938
8.83,8.584079999999998
8.84,8.59818
8.85,8.7044
8.86,8.78007
8.87,8.67056
8.88,8.53332
8.89,8.59818
8.9,8.66774
8.91,8.695939999999998
8.92,8.71474
8.93,8.754689999999998
8.94,8.73871
8.95,8.84305
8.96,8.72978
8.97,8.72508
8.98,8.82801
8.99,8.694529999999999
9.0,8.83835
9.01,8.826600000000001
9.02,8.8172
9.03,8.94786
9.04,8.800279999999999
9.05,8.997679999999999
9.06,8.84493
9.07,8.77866
9.08,8.88206
9.09,8.809209999999998
9.1,8.84023
9.11,8.92953
9.12,8.948799999999999
9.13,8.87407
9.14,8.99533
9.15,9.01554
9.16,9.04327
9.17,8.98734
9.18,9.054079999999999
9.19,8.83318
9.2,8.951619999999998
9.21,8.9206
9.22,8.998149999999999
9.23,8.95726
9.24,8.99392
9.25,9.1462
9.26,9.008959999999998
9.27,9.058309999999999
9.28,9.02024
9.29,9.04985
9.3,9.052669999999999
9.31,9.09168
9.32,9.14996
9.33,9.19132
9.34,9.10484
9.35,9.1321
9.36,9.01695
9.37,9.09967
9.38,9.179569999999998
9.39,9.18192
9.4,9.14338
9.41,9.198839999999999
9.42,9.178159999999998
9.43,9.23597
9.44,9.1791
9.45,9.14103
9.46,9.19696
9.47,8.97418
9.48,9.21529
9.49,8.93846
9.5,9.081339999999999
9.51,9.24208
9.52,9.251009999999999
9.53,9.142909999999999
9.54,9.18192
9.55,9.336079999999999
9.56,9.21247
9.57,9.41175
9.58,9.26088
9.59,9.2966
9.6,9.38919
9.61,9.291429999999998
9.62,9.21858
9.63,9.28861
9.64,9.30083
9.65,9.21435
9.66,9.29942
9.67,9.27216
9.68,9.396709999999999
9.69,9.340779999999999
9.7,9.32527
9.71,9.34454
9.72,9.37462
9.73,9.4094
9.74,9.30224
9.75,9.306
9.76,9.46392
9.77,9.363809999999999
9.78,9.29989
9.79,9.437599999999998
9.8,9.44559
9.81,9.31164
9.82,9.44277
9.83,9.48507
9.84,9.4658
9.85,9.49071
9.86,9.35394
9.87,9.482719999999999
9.88,9.44465
9.89,9.43807
9.9,9.540059999999999
9.91,9.589409999999999
9.92,9.618079999999999
9.93,9.590819999999999
9.94,9.49682
9.95,9.53583
9.96,9.57108
9.97,9.53207
9.98,9.539119999999999
9.99,9.594109999999999
10.0,9.53818
10.01,9.49682
10.02,9.52549
10.03,9.60539
10.04,9.56732
10.05,9.59693
10.06,9.626539999999999
10.07,9.55886
10.08,9.64487
10.09,9.62419
10.1,9.51656
10.11,9.711139999999999
10.12,9.58001
10.13,9.504809999999999
10.14,9.55369
10.15,9.561209999999999
10.16,9.64299
10.17,9.6256
10.18,9.62701
10.19,9.70033
10.2,9.68623
10.21,9.690459999999998
10.22,9.702679999999999
10.23,9.72289
10.24,9.536769999999999
10.25,9.66508
10.26,9.542879999999998
10.27,9.704559999999999
10.28,9.707379999999999
10.29,9.78728
10.3,9.80279
10.31,9.73887
10.32,9.69469
10.33,9.769889999999998
10.34,9.703619999999999
10.35,9.746389999999998
10.36,9.82112
10.37,9.717719999999998
10.38,9.819239999999999
10.39,9.815479999999999
10.4,9.705969999999999
10.41,9.84744
10.42,9.83287
10.43,9.79621
10.44,9.74075
10.45,9.73887
10.46,9.7666
10.47,9.847909999999999
10.48,9.747799999999998
10.49,9.850729999999999
10.5,9.737459999999999
10.51,9.81595
10.52,9.843210000000001
10.53,10.01288
10.54,9.74827
10.55,9.95413
10.56,9.86577
10.57,9.88927
10.58,9.87329
10.59,9.901019999999999
10.6,9.863889999999998
10.61,9.98186
10.62,9.852139999999999
10.63,9.9687
10.64,9.84838
10.65,9.89444
10.66,9.8277
10.67,9.94003
10.68,10.014289999999999
10.69,9.911829999999998
10.7,9.908069999999999
10.71,9.847909999999999
10.72,9.914649999999998
10.73,9.822999999999999
10.74,9.875639999999999
10.75,9.960239999999999
10.76,10.042019999999999
10.77,10.15153
10.78,9.91653
10.79,10.06317
10.8,9.98374
10.81,9.960239999999999
10.82,10.00583
10.83,9.98374
10.84,9.991259999999999
10.85,9.9593
10.86,9.8935
10.87,9.887389999999998
10.88,10.04672
10.89,9.985149999999999
10.9,9.966819999999998
10.91,10.013349999999999
10.92,10.073039999999999
10.93,10.03356
10.94,9.97857
10.95,10.115339999999998
10.96,10.144009999999998
10.97,10.071629999999999
10.98,10.10923
10.99,10.132259999999999
11.0,10.128029999999999
11.01,10.0956
11.02,10.098419999999999
11.03,10.09654
11.04,9.98656
11.05,10.116749999999998
11.06,9.97575
11.07,10.018989999999999
11.08,10.17033
11.09,10.14166
11.1,10.190539999999999
11.11,10.070219999999999
11.12,10.01194
11.13,10.07962
11.14,10.107349999999999
11.15,10.10923
11.16,10.186779999999999
11.17,10.08479
11.18,10.138839999999998
11.19,10.047659999999999
11.2,10.15247
11.21,10.12427
11.22,10.074449999999999
11.23,10.113929999999998
11.24,10.12098
11.25,10.11816
11.26,10.26527
11.27,10.13649
11.28,10.129439999999999
11.29,10.002069999999998
11.3,10.08996
11.31,10.137429999999998
11.32,10.11064
11.33,10.25963
11.34,10.153410000000001
11.35,10.25869
11.36,10.1755
11.37,10.17644
11.38,10.1708
11.39,10.1802
11.4,10.303809999999999
11.41,10.02181
11.42,10.047189999999999
11.43,10.15294
11.44,10.194769999999998
11.45,10.245059999999999
11.46,10.23284
11.47,10.17503
11.48,10.276549999999999
11.49,10.27984
11.5,10.22297
11.51,10.28031
11.52,10.23425
11.53,10.17785
11.54,10.269029999999999
11.55,10.23049
11.56,10.224849999999998
11.57,10.33107
11.58,10.05706
11.59,10.132259999999999
11.6,10.15059
11.61,10.211219999999999
11.62,10.22109
11.63,10.13508
11.64,10.174089999999998
11.65,10.185369999999999
11.66,10.421309999999998
11.67,10.37713
11.68,10.223439999999998
11.69,10.22908
11.7,10.1755
11.71,10.12427
11.72,10.25258
11.73,10.19242
11.74,10.25869
11.75,10.15388
11.76,10.21498
11.77,10.280779999999998
11.78,10.29817
11.79,10.303809999999999
11.8,10.183019999999999
11.81,10.338119999999998
11.82,10.223439999999998
11.83,10.325899999999999
11.84,10.28266
11.85,10.187719999999999
11.86,10.26433
11.87,10.31415
11.88,10.332949999999999
11.89,10.28172
11.9,10.4011
11.91,10.36585
11.92,10.277959999999998
11.93,10.35034
11.94,10.43541
11.95,10.438699999999999
11.96,10.215449999999999
11.97,10.23801
11.98,10.409559999999999
11.99,10.231429999999998
12.0,10.214039999999999
12.01,10.274199999999999
12.02,10.339529999999998
12.03,10.303809999999999
12.04,10.26668
12.05,10.26621
12.06,10.26433
12.07,10.25399
12.08,10.477709999999998
12.09,10.33906
12.1,10.381829999999999
12.11,10.28548
12.12,10.308039999999998
12.13,10.271849999999999
12.14,10.136019999999998
12.15,10.22673
12.16,10.19712
12.17,10.16704
12.18,10.24224
12.19,10.42084
12.2,10.324959999999999
12.21,10.4199
12.22,10.358799999999999
12.23,10.38559
12.24,10.267619999999999
12.25,10.36867
12.26,10.383709999999999
12.27,10.29253
12.28,10.3729
12.29,10.37431
12.3,10.295819999999999
12.31,10.25634
12.32,10.252109999999998
12.33,10.34235
12.34,10.35974
12.35,10.28125
12.36,10.339529999999998
12.37,10.37807
12.38,10.381829999999999
12.39,10.447629999999998
12.4,10.42883
12.41,10.268559999999999
12.42,10.45797
12.43,10.30193
12.44,10.413319999999999
12.45,10.3447
12.46,10.310859999999998
12.47,10.212629999999999
12.48,10.327779999999999
12.49,10.230019999999998
12.5,10.40815
12.51,10.44669
12.52,10.283599999999998
12.53,10.36115
12.54,10.288769999999998
12.55,10.29535
12.56,10.394049999999998
12.57,10.336709999999998
12.58,10.46173
12.59,10.30475
12.6,10.409089999999999
12.61,10.34517
12.62,10.394049999999998
12.63,10.30616
12.64,10.333889999999998
12.65,10.328719999999999
12.66,10.27749
12.67,10.38277
12.68,10.381829999999999
12.69,10.37713
12.7,10.44293
12.71,10.43635
12.72,10.3071
12.73,10.35927
12.74,10.2883
12.75,10.33342
12.76,10.288769999999998
12.77,10.444809999999999
12.78,10.35551
12.79,10.31368
12.8,10.412379999999999
12.81,10.17456
12.82,10.184429999999999
12.83,10.381829999999999
12.84,10.329189999999999
12.85,10.34188
12.86,10.22955
12.87,10.32026
12.88,10.4622
12.89,10.37807
12.9,10.33107
12.91,10.28689
12.92,10.28924
12.93,10.16563
12.94,10.332949999999999
12.95,10.37337
12.96,10.201349999999998
12.97,10.26433
12.98,10.22814
12.99,10.24083
13.0,10.31133
13.01,10.159049999999999
13.02,10.34799
13.03,10.356449999999999
13.04,10.28407
13.05,10.12568
13.06,10.22861
13.07,10.384649999999999
13.08,10.100299999999999
13.09,10.269969999999999
13.1,10.20981
13.11,10.34799
13.12,10.24224
13.13,10.3165
13.14,10.326369999999999
13.15,10.41426
13.16,10.269029999999999
13.17,10.308039999999998
13.18,10.17503
13.19,10.361619999999998
13.2,10.2225
13.21,10.23472
13.22,10.27091
13.23,10.160459999999999
13.24,10.28454
13.25,10.33483
13.26,10.28548
13.27,10.15059
13.28,10.252109999999998
13.29,10.310859999999998
13.3,10.12427
13.31,10.17879
13.32,10.31415
13.33,10.2695
13.34,10.277019999999998
13.35,10.37713
13.36,10.276549999999999
13.37,10.28783
13.38,10.43024
13.39,10.22156
13.4,10.17832
13.41,10.26245
13.42,10.26057
13.43,10.19007
13.44,10.152
13.45,10.385119999999999
13.46,10.243179999999999
13.47,10.166099999999998
13.48,10.279369999999998
13.49,10.20464
13.5,10.191949999999999
