time_s,flow_ml_s
4.48,13.155
4.49,13.177
4.5,13.2
4.51,13.223
4.52,13.245
4.53,13.268
4.54,13.291
4.55,13.313
4.56,13.336
4.57,13.359
4.58,13.381
4.59,13.404
4.6,13.427
4.61,13.449
4.62,13.472
4.63,13.495
4.64,13.517
4.65,13.54
4.66,13.563
4.67,13.585
4.68,13.608
4.69,13.631
4.7,13.653
4.71,13.676
4.72,13.699
4.73,13.721
4.74,13.744
4.75,13.767
4.76,13.789
4.77,13.812
4.78,13.835
4.79,13.857
4.8,13.88
4.81,13.903
4.82,13.925
4.83,13.948
4.84,13.971
4.85,13.993
4.86,14.016
4.87,14.039
4.88,14.061
4.89,14.084
4.9,14.107
4.91,14.129
4.92,14.152
4.93,14.175
4.94,14.197
4.95,14.22
4.96,14.243
4.97,14.265
4.98,14.288
4.99,14.311
5.0,14.333
5.01,14.356
5.02,14.379
5.03,14.401
5.04,14.424
5.05,14.447
5.06,14.469
5.07,14.492
5.08,14.515
5.09,14.537
5.1,14.56
5.11,14.583
5.12,14.605
5.13,14.628
5.14,14.651
5.15,14.673
5.16,14.696
5.17,14.719
5.18,14.741
5.19,14.764
5.2,14.787
5.21,14.809
5.22,14.832
5.23,14.855
5.24,14.877
5.25,14.9
5.26,14.923
5.27,14.945
5.28,14.968
5.29,14.991
5.3,15.013
5.31,15.036
5.32,15.059
5.33,15.081
5.34,15.104
5.35,15.127
5.36,15.149
5.37,15.172
5.38,15.195
5.39,15.217
5.4,15.24
5.41,15.263
5.42,15.285
5.43,15.308
5.44,15.331
5.45,15.353
5.46,15.376
5.47,15.399
5.48,15.421
5.49,15.444
5.5,15.467
5.51,15.489
5.52,15.512
5.53,15.535
5.54,15.557
5.55,15.58
5.56,15.603
5.57,15.625
5.58,15.648
5.59,15.671
5.6,15.693
5.61,15.716
5.62,15.739
5.63,15.761
5.64,15.784
5.65,15.807
5.66,15.829
5.67,15.852
5.68,15.875
5.69,15.897
5.7,15.92
5.71,15.943
5.72,15.965
5.73,15.988
5.74,16.011
5.75,16.033
5.76,16.056
5.77,16.079
5.78,16.101
5.79,16.124
5.8,16.147
5.81,16.169
5.82,16.192
5.83,16.215
5.84,16.237
5.85,16.26
5.86,16.283
5.87,16.305
5.88,16.328
5.89,16.351
5.9,16.373
5.91,16.396
5.92,16.419
5.93,16.441
5.94,16.464
5.95,16.487
5.96,16.509
5.97,16.532
5.98,16.555
5.99,16.577
6.0,16.6
6.01,16.623
6.02,16.645
6.03,16.668
6.04,16.691
6.05,16.713
6.06,16.736
6.07,16.759
6.08,16.781
6.09,16.804
6.1,16.827
6.11,16.849
6.12,16.872
6.13,16.895
6.14,16.917
6.15,16.94
6.16,16.963
6.17,16.985
6.18,17.008
6.19,17.031
6.2,17.053
6.21,17.076
6.22,17.099
6.23,17.121
6.24,17.144
6.25,17.167
6.26,17.189
6.27,17.212
6.28,17.235
6.29,17.257
6.3,17.28
6.31,17.303
6.32,17.325
6.33,17.348
6.34,17.371
6.35,17.393
6.36,17.416
6.37,17.439
6.38,17.461
6.39,17.484
6.4,17.507
6.41,17.529
6.42,17.552
6.43,17.575
6.44,17.597
6.45,17.62
6.46,17.643
6.47,17.665
6.48,17.688
6.49,17.711
6.5,17.733
6.51,17.756
6.52,17.779
6.53,17.801
6.54,17.824
6.55,17.847
6.56,17.869
6.57,17.892
6.58,17.915
6.59,17.937
6.6,17.96
6.61,17.983
6.62,18.005
6.63,18.028
6.64,18.051
6.65,18.073
6.66,18.096
6.67,18.119
6.68,18.141
6.69,18.164
6.7,18.187
6.71,18.209
6.72,18.232
6.73,18.255
6.74,18.277
6.75,18.3
6.76,18.323
6.77,18.345
6.78,18.368
6.79,18.391
6.8,18.413
6.81,18.436
6.82,18.459
6.83,18.481
6.84,18.504
6.85,18.527
6.86,18.549
6.87,18.572
6.88,18.595
6.89,18.617
6.9,18.64
6.91,18.663
6.92,18.685
6.93,18.708
6.94,18.731
6.95,18.753
6.96,18.776
6.97,18.799
6.98,18.821
6.99,18.844
7.0,18.867
7.01,18.889
7.02,18.912
7.03,18.935
7.04,18.957
7.05,18.98
7.06,19.003
7.07,19.025
7.08,19.048
7.09,19.071
7.1,19.093
7.11,19.116
7.12,19.139
7.13,19.161
7.14,19.184
7.15,19.207
7.16,19.229
7.17,19.252
7.18,19.275
7.19,19.297
7.2,19.32
7.21,19.343
7.22,19.365
7.23,19.388
7.24,19.411
7.25,19.433
7.26,19.456
7.27,19.479
7.28,19.501
7.29,19.524
7.3,19.547
7.31,19.569
7.32,19.592
7.33,19.615
7.34,19.637
7.35,19.66
7.36,19.683
7.37,19.705
7.38,19.728
7.39,19.751
7.4,19.773
7.41,19.796
7.42,19.819
7.43,19.841
7.44,19.864
7.45,19.887
7.46,19.909
7.47,19.932
7.48,19.955
7.49,19.977
7.5,3.0
7.51,3.023
7.52,3.045
7.53,3.068
7.54,3.091
7.55,3.113
7.56,3.136
7.57,3.159
7.58,3.181
7.59,3.204
7.6,3.227
7.61,3.249
7.62,3.272
7.63,3.295
7.64,3.317
7.65,3.34
7.66,3.363
7.67,3.385
7.68,3.408
7.69,3.431
7.7,3.453
7.71,3.476
7.72,3.499
7.73,3.521
7.74,3.544
7.75,3.567
7.76,3.589
7.77,3.612
7.78,3.635
7.79,3.657
7.8,3.68
7.81,3.703
7.82,3.725
7.83,3.748
7.84,3.771
7.85,3.793
7.86,3.816
7.87,3.839
7.88,3.861
7.89,3.884
7.9,3.907
7.91,3.929
7.92,3.952
7.93,3.975
7.94,3.997
7.95,4.02
7.96,4.043
7.97,4.065
7.98,4.088
7.99,4.111
8.0,4.133
8.01,4.156
8.02,4.179
8.03,4.201
8.04,4.224
8.05,4.247
8.06,4.269
8.07,4.292
8.08,4.315
8.09,4.337
8.1,4.36
8.11,4.383
8.12,4.405
8.13,4.428
8.14,4.451
8.15,4.473
8.16,4.496
8.17,4.519
8.18,4.541
8.19,4.564
8.2,4.587
8.21,4.609
8.22,4.632
8.23,4.655
8.24,4.677
8.25,4.7
8.26,4.723
8.27,4.745
8.28,4.768
8.29,4.791
8.3,4.813
8.31,4.836
8.32,4.859
8.33,4.881
8.34,4.904
8.35,4.927
8.36,4.949
8.37,4.972
8.38,4.995
8.39,5.017
8.4,5.04
8.41,5.063
8.42,5.085
8.43,5.108
8.44,5.131
8.45,5.153
8.46,5.176
8.47,5.199
8.48,5.221
8.49,5.244
8.5,5.267
8.51,5.289
8.52,5.312
8.53,5.335
8.54,5.357
8.55,5.38
8.56,5.403
8.57,5.425
8.58,5.448
8.59,5.471
8.6,5.493
8.61,5.516
8.62,5.539
8.63,5.561
8.64,5.584
8.65,5.607
8.66,5.629
8.67,5.652
8.68,5.675
8.69,5.697
8.7,5.72
8.71,5.743
8.72,5.765
8.73,5.788
8.74,5.811
8.75,5.833
8.76,5.856
8.77,5.879
8.78,5.901
8.79,5.924
8.8,5.947
8.81,5.969
8.82,5.992
8.83,6.015
8.84,6.037
8.85,6.06
8.86,6.083
8.87,6.105
8.88,6.128
8.89,6.151
8.9,6.173
8.91,6.196
8.92,6.219
8.93,6.241
8.94,6.264
8.95,6.287
8.96,6.309
8.97,6.332
8.98,6.355
8.99,6.377
9.0,6.4
9.01,6.423
9.02,6.445
9.03,6.468
9.04,6.491
9.05,6.513
9.06,6.536
9.07,6.559
9.08,6.581
9.09,6.604
9.1,6.627
9.11,6.649
9.12,6.672
9.13,6.695
9.14,6.717
9.15,6.74
9.16,6.763
9.17,6.785
9.18,6.808
9.19,6.831
9.2,6.853
9.21,6.876
9.22,6.899
9.23,6.921
9.24,6.944
9.25,6.967
9.26,6.989
9.27,7.012
9.28,7.035
9.29,7.057
9.3,7.08
9.31,7.103
9.32,7.125
9.33,7.148
9.34,7.171
9.35,7.193
9.36,7.216
9.37,7.239
9.38,7.261
9.39,7.284
9.4,7.307
9.41,7.329
9.42,7.352
9.43,7.375
9.44,7.397
9.45,7.42
9.46,7.443
9.47,7.465
9.48,7.488
9.49,7.511
9.5,7.533
9.51,7.556
9.52,7.579
9.53,7.601
9.54,7.624
9.55,7.647
9.56,7.669
9.57,7.692
9.58,7.715
9.59,7.737
9.6,7.76
9.61,7.783
9.62,7.805
9.63,7.828
9.64,7.851
9.65,7.873
9.66,7.896
9.67,7.919
9.68,7.941
9.69,7.964
9.7,7.987
9.71,8.009
9.72,8.032
9.73,8.055
9.74,8.077
9.75,8.1
9.76,8.123
9.77,8.145
9.78,8.168
9.79,8.191
9.8,8.213
9.81,8.236
9.82,8.259
9.83,8.281
9.84,8.304
9.85,8.327
9.86,8.349
9.87,8.372
9.88,8.395
9.89,8.417
9.9,8.44
9.91,8.463
9.92,8.485
9.93,8.508
9.94,8.531
9.95,8.553
9.96,8.576
9.97,8.599
9.98,8.621
9.99,8.644
10.0,8.667
10.01,8.689
10.02,8.712
10.03,8.735
10.04,8.757
10.05,8.78
10.06,8.803
10.07,8.825
10.08,8.848
10.09,8.871
10.1,8.893
10.11,8.916
10.12,8.939
10.13,8.961
10.14,8.984
10.15,9.007
10.16,9.029
10.17,9.052
10.18,9.075
10.19,9.097
10.2,9.12
10.21,9.143
10.22,9.165
10.23,9.188
10.24,9.211
10.25,9.233
10.26,9.256
10.27,9.279
10.28,9.301
10.29,9.324
10.3,9.347
10.31,9.369
10.32,9.392
10.33,9.415
10.34,9.437
10.35,9.46
10.36,9.483
10.37,9.505
10.38,9.528
10.39,9.551
10.4,9.573
10.41,9.596
10.42,9.619
10.43,9.641
10.44,9.664
10.45,9.687
10.46,9.709
10.47,9.732
10.48,9.755
10.49,9.777
10.5,9.8
10.51,9.823
10.52,9.845
10.53,9.868
10.54,9.891
10.55,9.913
10.56,9.936
10.57,9.959
10.58,9.981
10.59,10.004
10.6,10.027
10.61,10.049
10.62,10.072
10.63,10.095
10.64,10.117
10.65,10.14
10.66,10.163
10.67,10.185
10.68,10.208
10.69,10.231
10.7,10.253
10.71,10.276
10.72,10.299
10.73,10.321
10.74,10.344
10.75,10.367
10.76,10.389
10.77,10.412
10.78,10.435
10.79,10.457
10.8,10.48
10.81,10.503
10.82,10.525
10.83,10.548
10.84,10.571
10.85,10.593
10.86,10.616
10.87,10.639
10.88,10.661
10.89,10.684
10.9,10.707
10.91,10.729
10.92,10.752
10.93,10.775
10.94,10.797
10.95,10.82
10.96,10.843
10.97,10.865
10.98,10.888
10.99,10.911
11.0,10.933
11.01,10.956
11.02,10.979
11.03,11.001
11.04,11.024
11.05,11.047
11.06,11.069
11.07,11.092
11.08,11.115
11.09,11.137
11.1,11.16
11.11,11.183
11.12,11.205
11.13,11.228
11.14,11.251
11.15,11.273
11.16,11.296
11.17,11.319
11.18,11.341
11.19,11.364
11.2,11.387
11.21,11.409
11.22,11.432
11.23,11.455
11.24,11.477
11.25,11.5
11.26,11.523
11.27,11.545
11.28,11.568
11.29,11.591
11.3,11.613
11.31,11.636
11.32,11.659
11.33,11.681
11.34,11.704
11.35,11.727
11.36,11.749
11.37,11.772
11.38,11.795
11.39,11.817
11.4,11.84
11.41,11.863
11.42,11.885
11.43,11.908
11.44,11.931
11.45,11.953
11.46,11.976
11.47,11.999
11.48,12.021
11.49,12.044
11.5,12.067
11.51,12.089
11.52,12.112
11.53,12.135
11.54,12.157
11.55,12.18
11.56,12.203
11.57,12.225
11.58,12.248
11.59,12.271
11.6,12.293
11.61,12.316
11.62,12.339
11.63,12.361
11.64,12.384
11.65,12.407
11.66,12.429
11.67,12.452
11.68,12.475
11.69,12.497
11.7,12.52
11.71,12.543
11.72,12.565
11.73,12.588
11.74,12.611
11.75,12.633
11.76,12.656
11.77,12.679
11.78,12.701
11.79,12.724
11.8,12.747
11.81,12.769
11.82,12.792
11.83,12.815
11.84,12.837
11.85,12.86
11.86,12.883
11.87,12.905
11.88,12.928
11.89,12.951
11.9,12.973
11.91,12.996
11.92,13.019
11.93,13.041
11.94,13.064
11.95,13.087
11.96,13.109
11.97,13.132
11.98,13.155
11.99,13.177
12.0,13.2
12.01,13.223
12.02,13.245
12.03,13.268
12.04,13.291
12.05,13.313
12.06,13.336
12.07,13.359
12.08,13.381
12.09,13.404
12.1,13.427
12.11,13.449
12.12,13.472
12.13,13.495
12.14,13.517
12.15,13.54
12.16,13.563
12.17,13.585
12.18,13.608
12.19,13.631
12.2,13.653
12.21,13.676
12.22,13.699
12.23,13.721
12.24,13.744
12.25,13.767
12.26,13.789
12.27,13.812
12.28,13.835
12.29,13.857
12.3,13.88
12.31,13.903
12.32,13.925
12.33,13.948
12.34,13.971
12.35,13.993
12.36,14.016
12.37,14.039
12.38,14.061
12.39,14.084
12.4,14.107
12.41,14.129
12.42,14.152
12.43,14.175
12.44,14.197
12.45,14.22
12.46,14.243
12.47,14.265
12.48,14.288
12.49,14.311
12.5,14.333
12.51,14.356
12.52,14.379
12.53,14.401
12.54,14.424
12.55,14.447
12.56,14.469
12.57,14.492
12.58,14.515
12.59,14.537
12.6,14.56
12.61,14.583
12.62,14.605
12.63,14.628
12.64,14.651
12.65,14.673
12.66,14.696
12.67,14.719
12.68,14.741
12.69,14.764
12.7,14.787
12.71,14.809
12.72,14.832
12.73,14.855
12.74,14.877
12.75,14.9
12.76,14.923
12.77,14.945
12.78,14.968
12.79,14.991
12.8,15.013
12.81,15.036
12.82,15.059
12.83,15.081
12.84,15.104
12.85,15.127
12.86,15.149
12.87,15.172
12.88,15.195
12.89,15.217
12.9,15.24
12.91,15.263
12.92,15.285
12.93,15.308
12.94,15.331
12.95,15.353
12.96,15.376
12.97,15.399
12.98,15.421
12.99,15.444
13.0,15.467
13.01,15.489
13.02,15.512
13.03,15.535
13.04,15.557
13.05,15.58
13.06,15.603
13.07,15.625
13.08,15.648
13.09,15.671
13.1,15.693
13.11,15.716
13.12,15.739
13.13,15.761
13.14,15.784
13.15,15.807
13.16,15.829
13.17,15.852
13.18,15.875
13.19,15.897
13.2,15.92
13.21,15.943
13.22,15.965
13.23,15.988
13.24,16.011
13.25,16.033
13.26,16.056
13.27,16.079
13.28,16.101
13.29,16.124
13.3,16.147
13.31,16.169
13.32,16.192
13.33,16.215
13.34,16.237
13.35,16.26
13.36,16.283
13.37,16.305
13.38,16.328
13.39,16.351
13.4,16.373
13.41,16.396
13.42,16.419
13.43,16.441
13.44,16.464
13.45,16.487
13.46,16.509
13.47,16.532
13.48,16.555
13.49,16.577
13.5,16.6
13.51,16.623
13.52,16.645
13.53,16.668
13.54,16.691
13.55,16.713
13.56,16.736
13.57,16.759
13.58,16.781
13.59,16.804
13.6,16.827
13.61,16.849
13.62,16.872
13.63,16.895
13.64,16.917
13.65,16.94
13.66,16.963
13.67,16.985
13.68,17.008
13.69,17.031
13.7,17.053
13.71,17.076
13.72,17.099
13.73,17.121
13.74,17.144
13.75,17.167
13.76,17.189
13.77,17.212
13.78,17.235
13.79,17.257
13.8,17.28
13.81,17.303
13.82,17.325
13.83,17.348
13.84,17.371
13.85,17.393
13.86,17.416
13.87,17.439
13.88,17.461
13.89,17.484
13.9,17.507
13.91,17.529
13.92,17.552
13.93,17.575
13.94,17.597
13.95,17.62
13.96,17.643
13.97,17.665
13.98,17.688
13.99,17.711
14.0,17.733
14.01,17.756
14.02,17.779
14.03,17.801
14.04,17.824
14.05,17.847
14.06,17.869
14.07,17.892
14.08,17.915
14.09,17.937
14.1,17.96
14.11,17.983
14.12,18.005
14.13,18.028
14.14,18.051
14.15,18.073
14.16,18.096
14.17,18.119
14.18,18.141
14.19,18.164
14.2,18.187
14.21,18.209
14.22,18.232
14.23,18.255
14.24,18.277
14.25,18.3
14.26,18.323
14.27,18.345
14.28,18.368
14.29,18.391
14.3,18.413
14.31,18.436
14.32,18.459
14.33,18.481
14.34,18.504
14.35,18.527
14.36,18.549
14.37,18.572
14.38,18.595
14.39,18.617
14.4,18.64
14.41,18.663
14.42,18.685
14.43,18.708
14.44,18.731
14.45,18.753
14.46,18.776
14.47,18.799
14.48,18.821
14.49,18.844
14.5,18.867
14.51,18.889
14.52,18.912
14.53,18.935
14.54,18.957
14.55,18.98
14.56,19.003
14.57,19.025
14.58,19.048
14.59,19.071
14.6,19.093
14.61,19.116
14.62,19.139
14.63,19.161
14.64,19.184
14.65,19.207
14.66,19.229
14.67,19.252
14.68,19.275
14.69,19.297
14.7,19.32
14.71,19.343
14.72,19.365
14.73,19.388
14.74,19.411
14.75,19.433
14.76,19.456
14.77,19.479
14.78,19.501
14.79,19.524
14.8,19.547
14.81,19.569
14.82,19.592
14.83,19.615
14.84,19.637
14.85,19.66
14.86,19.683
14.87,19.705
14.88,19.728
14.89,19.751
14.9,19.773
14.91,19.796
14.92,19.819
14.93,19.841
14.94,19.864
14.95,19.887
14.96,19.909
14.97,19.932
14.98,19.955
14.99,19.977
15.0,3.0
15.01,3.023
15.02,3.045
15.03,3.068
15.04,3.091
15.05,3.113
15.06,3.136
15.07,3.159
15.08,3.181
15.09,3.204
15.1,3.227
15.11,3.249
15.12,3.272
15.13,3.295
15.14,3.317
15.15,3.34
15.16,3.363
15.17,3.385
15.18,3.408
15.19,3.431
15.2,3.453
15.21,3.476
15.22,3.499
15.23,3.521
15.24,3.544
15.25,3.567
15.26,3.589
15.27,3.612
15.28,3.635
15.29,3.657
15.3,3.68
15.31,3.703
15.32,3.725
15.33,3.748
15.34,3.771
15.35,3.793
15.36,3.816
15.37,3.839
15.38,3.861
15.39,3.884
15.4,3.907
15.41,3.929
15.42,3.952
15.43,3.975
15.44,3.997
15.45,4.02
15.46,4.043
15.47,4.065
15.48,4.088
15.49,4.111
15.5,4.133
15.51,4.156
15.52,4.179
15.53,4.201
15.54,4.224
15.55,4.247
15.56,4.269
15.57,4.292
15.58,4.315
15.59,4.337
15.6,4.36
15.61,4.383
15.62,4.405
15.63,4.428
15.64,4.451
15.65,4.473
15.66,4.496
15.67,4.519
15.68,4.541
15.69,4.564
15.7,4.587
15.71,4.609
15.72,4.632
15.73,4.655
15.74,4.677
15.75,4.7
15.76,4.723
15.77,4.745
15.78,4.768
15.79,4.791
15.8,4.813
15.81,4.836
15.82,4.859
15.83,4.881
15.84,4.904
15.85,4.927
15.86,4.949
15.87,4.972
15.88,4.995
15.89,5.017
15.9,5.04
15.91,5.063
15.92,5.085
15.93,5.108
15.94,5.131
15.95,5.153
15.96,5.176
15.97,5.199
15.98,5.221
15.99,5.244
16.0,5.267
16.01,5.289
16.02,5.312
16.03,5.335
16.04,5.357
16.05,5.38
16.06,5.403
16.07,5.425
16.08,5.448
16.09,5.471
16.1,5.493
16.11,5.516
16.12,5.539
16.13,5.561
16.14,5.584
16.15,5.607
16.16,5.629
16.17,5.652
16.18,5.675
16.19,5.697
16.2,5.72
16.21,5.743
16.22,5.765
16.23,5.788
16.24,5.811
16.25,5.833
16.26,5.856
16.27,5.879
16.28,5.901
16.29,5.924
16.3,5.947
16.31,5.969
16.32,5.992
16.33,6.015
16.34,6.037
16.35,6.06
16.36,6.083
16.37,6.105
16.38,6.128
16.39,6.151
16.4,6.173
16.41,6.196
16.42,6.219
16.43,6.241
16.44,6.264
16.45,6.287
16.46,6.309
16.47,6.332
16.48,6.355
16.49,6.377
16.5,6.4
16.51,6.423
16.52,6.445
16.53,6.468
16.54,6.491
16.55,6.513
16.56,6.536
16.57,6.559
16.58,6.581
16.59,6.604
16.6,6.627
16.61,6.649
16.62,6.672
16.63,6.695
16.64,6.717
16.65,6.74
16.66,6.763
16.67,6.785
16.68,6.808
16.69,6.831
16.7,6.853
16.71,6.876
16.72,6.899
16.73,6.921
16.74,6.944
16.75,6.967
16.76,6.989
16.77,7.012
16.78,7.035
16.79,7.057
16.8,7.08
16.81,7.103
16.82,7.125
16.83,7.148
16.84,7.171
16.85,7.193
16.86,7.216
16.87,7.239
16.88,7.261
16.89,7.284
16.9,7.307
16.91,7.329
16.92,7.352
16.93,7.375
16.94,7.397
16.95,7.42
16.96,7.443
16.97,7.465
16.98,7.488
16.99,7.511
17.0,7.533
17.01,7.556
17.02,7.579
17.03,7.601
17.04,7.624
17.05,7.647
17.06,7.669
17.07,7.692
17.08,7.715
17.09,7.737
17.1,7.76
17.11,7.783
17.12,7.805
17.13,7.828
17.14,7.851
17.15,7.873
17.16,7.896
17.17,7.919
17.18,7.941
17.19,7.964
17.2,7.987
17.21,8.009
17.22,8.032
17.23,8.055
17.24,8.077
17.25,8.1
17.26,8.123
17.27,8.145
17.28,8.168
17.29,8.191
17.3,8.213
17.31,8.236
17.32,8.259
17.33,8.281
17.34,8.304
17.35,8.327
17.36,8.349
17.37,8.372
17.38,8.395
17.39,8.417
17.4,8.44
17.41,8.463
17.42,8.485
17.43,8.508
17.44,8.531
17.45,8.553
17.46,8.576
