time_s,flow_ml_s
1.37,1.433
1.38,1.622
1.39,1.775
1.4,1.415
1.41,1.22
1.42,1.064
1.43,1.44
1.44,1.293
1.45,1.368
1.46,1.354
1.47,1.441
1.48,1.638
1.49,1.517
1.5,1.486
1.51,1.37
1.52,1.29
1.53,1.484
1.54,1.565
1.55,1.855
1.56,1.625
1.57,1.77
1.58,1.564
1.59,1.477
1.6,1.527
1.61,1.579
1.62,2.024
1.63,1.598
1.64,1.864
1.65,1.619
1.66,1.911
1.67,1.846
1.68,1.782
1.69,1.816
1.7,1.741
1.71,1.923
1.72,1.805
1.73,1.707
1.74,1.716
1.75,1.951
1.76,2.179
1.77,1.984
1.78,1.959
1.79,2.037
1.8,2.208
1.81,2.063
1.82,1.986
1.83,2.231
1.84,2.147
1.85,2.331
1.86,2.146
1.87,1.953
1.88,1.949
1.89,2.42
1.9,2.449
1.91,2.182
1.92,2.169
1.93,2.464
1.94,2.097
1.95,2.147
1.96,2.397
1.97,2.259
1.98,2.336
1.99,2.331
2.0,2.425
2.01,2.604
2.02,2.425
2.03,2.527
2.04,2.141
2.05,2.46
2.06,2.36
2.07,2.322
2.08,2.393
2.09,2.493
2.1,2.7
2.11,2.382
2.12,2.605
2.13,2.547
2.14,2.59
2.15,2.809
2.16,2.758
2.17,2.897
2.18,2.693
2.19,2.631
2.2,2.722
2.21,2.811
2.22,2.821
2.23,2.651
2.24,2.847
2.25,2.888
2.26,3.251
2.27,3.175
2.28,2.785
2.29,2.89
2.3,2.733
2.31,2.884
2.32,3.04
2.33,3.194
2.34,2.924
2.35,2.955
2.36,2.751
2.37,3.069
2.38,2.954
2.39,3.055
2.4,3.023
2.41,3.161
2.42,2.932
2.43,2.996
2.44,3.556
2.45,3.064
2.46,3.113
2.47,3.574
2.48,3.755
2.49,3.164
2.5,3.305
2.51,3.432
2.52,3.661
2.53,3.275
2.54,3.407
2.55,3.581
2.56,3.551
2.57,3.451
2.58,3.508
2.59,3.343
2.6,3.535
2.61,3.552
2.62,3.648
2.63,3.551
2.64,3.726
2.65,3.829
2.66,3.721
2.67,3.772
2.68,3.749
2.69,3.763
2.7,3.676
2.71,3.853
2.72,3.813
2.73,4.163
2.74,4.107
2.75,3.95
2.76,3.8
2.77,3.769
2.78,4.136
2.79,4.019
2.8,4.073
2.81,3.762
2.82,4.184
2.83,4.135
2.84,3.923
2.85,4.041
2.86,4.173
2.87,4.164
2.88,4.134
2.89,4.185
2.9,4.184
2.91,4.267
2.92,4.488
2.93,3.904
2.94,4.276
2.95,4.36
2.96,4.401
2.97,4.323
2.98,4.138
2.99,4.473
3.0,4.706
3.01,4.239
3.02,4.621
3.03,4.465
3.04,4.528
3.05,4.402
3.06,4.532
3.07,4.8
3.08,4.716
3.09,4.911
3.1,4.85
3.11,4.763
3.12,4.981
3.13,4.808
3.14,4.89
3.15,4.744
3.16,4.822
3.17,4.73
3.18,5.006
3.19,4.704
3.2,5.022
3.21,4.899
3.22,5.126
3.23,5.087
3.24,5.27
3.25,5.13
3.26,4.808
3.27,5.057
3.28,4.915
3.29,5.036
3.3,5.364
3.31,5.257
3.32,5.08
3.33,5.056
3.34,5.236
3.35,5.073
3.36,5.178
3.37,5.349
3.38,5.499
3.39,5.441
3.4,5.03
3.41,5.443
3.42,5.432
3.43,5.507
3.44,5.711
3.45,5.183
3.46,5.428
3.47,5.629
3.48,5.327
3.49,5.809
3.5,5.667
3.51,5.763
3.52,5.574
3.53,5.806
3.54,5.868
3.55,5.767
3.56,5.791
3.57,5.821
3.58,5.675
3.59,5.807
3.6,5.83
3.61,5.935
3.62,6.051
3.63,5.767
3.64,5.931
3.65,6.197
3.66,5.887
3.67,5.9
3.68,6.078
3.69,6.198
3.7,6.098
3.71,6.32
3.72,6.274
3.73,6.296
3.74,6.277
3.75,6.568
3.76,6.212
3.77,5.967
3.78,6.533
3.79,6.248
3.8,6.358
3.81,6.563
3.82,6.151
3.83,6.228
3.84,6.2
3.85,6.346
3.86,6.556
3.87,6.593
3.88,6.581
3.89,6.352
3.9,6.242
3.91,6.622
3.92,6.568
3.93,6.732
3.94,6.794
3.95,6.734
3.96,6.852
3.97,6.798
3.98,6.868
3.99,6.708
4.0,6.811
4.01,6.893
4.02,7.011
4.03,6.854
4.04,7.017
4.05,6.924
4.06,6.971
4.07,7.138
4.08,6.74
4.09,6.87
4.1,6.867
4.11,6.764
4.12,7.038
4.13,7.277
4.14,7.147
4.15,7.245
4.16,7.404
4.17,7.465
4.18,7.281
4.19,7.519
4.2,7.355
4.21,7.241
4.22,7.303
4.23,7.196
4.24,7.31
4.25,7.415
4.26,7.614
4.27,7.777
4.28,7.337
4.29,7.629
4.3,7.439
4.31,7.692
4.32,7.627
4.33,7.397
4.34,7.837
4.35,7.632
4.36,7.668
4.37,7.614
4.38,7.701
4.39,7.889
4.4,7.822
4.41,7.926
4.42,7.956
4.43,8.126
4.44,7.902
4.45,7.757
4.46,8.164
4.47,7.98
4.48,8.223
4.49,8.139
4.5,8.087
4.51,8.185
4.52,8.451
4.53,8.496
4.54,8.22
4.55,8.26
4.56,8.423
4.57,8.16
4.58,8.363
4.59,8.335
4.6,8.411
4.61,8.265
4.62,8.177
4.63,8.131
4.64,8.3
4.65,8.425
4.66,8.475
4.67,8.836
4.68,8.737
4.69,8.452
4.7,8.675
4.71,8.587
4.72,8.632
4.73,8.728
4.74,8.819
4.75,8.701
4.76,8.937
4.77,8.632
4.78,8.831
4.79,9.245
4.8,8.915
4.81,9.122
4.82,8.947
4.83,9.046
4.84,8.977
4.85,8.986
4.86,8.92
4.87,9.128
4.88,8.961
4.89,9.215
4.9,9.304
4.91,9.222
4.92,9.15
4.93,9.287
4.94,9.199
4.95,9.411
4.96,9.022
4.97,9.273
4.98,9.05
4.99,9.151
5.0,9.606
5.01,9.561
5.02,9.345
5.03,9.254
5.04,9.06
5.05,9.45
5.06,9.92
5.07,9.648
5.08,9.525
5.09,9.705
5.1,9.427
5.11,9.643
5.12,9.728
5.13,9.726
5.14,9.884
5.15,9.843
5.16,9.918
5.17,9.74
5.18,10.004
5.19,10.14
5.2,9.776
5.21,9.815
5.22,10.174
5.23,9.971
5.24,10.237
5.25,9.986
5.26,10.296
5.27,10.124
5.28,10.169
5.29,10.391
5.3,10.128
5.31,10.067
5.32,10.167
5.33,10.328
5.34,10.052
5.35,10.408
5.36,10.258
5.37,10.537
5.38,10.032
5.39,10.299
5.4,10.19
5.41,10.345
5.42,10.532
5.43,10.494
5.44,10.509
5.45,10.549
5.46,10.629
5.47,10.474
5.48,10.757
5.49,10.776
5.5,10.761
5.51,10.813
5.52,10.8
5.53,11.086
5.54,10.794
5.55,10.787
5.56,10.746
5.57,10.73
5.58,10.724
5.59,10.804
5.6,10.952
5.61,11.039
5.62,11.023
5.63,10.926
5.64,11.202
5.65,11.204
5.66,11.095
5.67,11.047
5.68,11.253
5.69,11.225
5.7,11.005
5.71,11.238
5.72,11.314
5.73,11.165
5.74,11.355
5.75,11.134
5.76,11.578
5.77,11.591
5.78,11.392
5.79,11.51
5.8,11.12
5.81,11.334
5.82,11.489
5.83,11.398
5.84,11.692
5.85,11.91
5.86,11.46
5.87,11.537
5.88,11.723
5.89,11.955
5.9,11.556
5.91,11.803
5.92,12.064
5.93,11.569
5.94,11.65
5.95,11.805
5.96,11.816
5.97,12.042
5.98,11.982
5.99,11.705
6.0,12.074
6.01,11.936
6.02,12.239
6.03,11.98
6.04,12.004
6.05,12.206
6.06,12.265
6.07,12.244
6.08,11.949
6.09,12.308
6.1,12.098
6.11,12.314
6.12,12.091
6.13,12.397
6.14,12.234
6.15,12.189
6.16,12.514
6.17,12.468
6.18,12.365
6.19,12.701
6.2,12.442
6.21,12.539
6.22,12.6
6.23,12.492
6.24,12.681
6.25,12.556
6.26,12.599
6.27,12.891
6.28,12.556
6.29,12.375
6.3,13.004
6.31,13.17
6.32,12.752
6.33,12.548
6.34,12.817
6.35,12.846
6.36,12.886
6.37,12.773
6.38,13.052
6.39,13.069
6.4,12.791
6.41,13.145
6.42,13.374
6.43,13.117
6.44,13.065
6.45,13.12
6.46,13.258
6.47,12.932
6.48,13.241
6.49,13.183
6.5,13.544
6.51,13.265
6.52,13.567
6.53,13.176
6.54,13.455
6.55,13.439
6.56,13.286
6.57,13.468
6.58,13.648
6.59,13.443
6.6,13.262
6.61,13.538
6.62,13.431
6.63,13.539
6.64,13.603
6.65,13.385
6.66,13.423
6.67,13.762
6.68,13.636
6.69,13.355
6.7,13.882
6.71,13.83
6.72,13.706
6.73,13.641
6.74,13.988
6.75,13.94
6.76,14.269
6.77,14.0
6.78,14.019
6.79,13.961
6.8,14.133
6.81,14.129
6.82,14.247
6.83,14.006
6.84,14.043
6.85,14.061
6.86,14.276
6.87,14.406
6.88,14.137
6.89,14.167
6.9,14.302
6.91,14.242
6.92,14.446
6.93,13.99
6.94,14.228
6.95,14.259
6.96,14.052
6.97,14.28
6.98,14.311
6.99,14.442
7.0,14.664
7.01,14.484
7.02,14.39
7.03,14.56
7.04,14.75
7.05,14.471
7.06,14.504
7.07,14.749
7.08,14.656
7.09,14.81
7.1,14.735
7.11,14.866
7.12,14.629
7.13,14.807
7.14,14.801
7.15,14.674
7.16,14.645
7.17,15.006
7.18,14.875
7.19,14.798
7.2,14.96
7.21,15.167
7.22,14.68
7.23,14.821
7.24,14.931
7.25,15.312
7.26,15.158
7.27,15.255
7.28,14.992
7.29,15.019
7.3,15.277
7.31,15.242
7.32,15.339
7.33,15.252
7.34,15.345
7.35,15.35
7.36,15.467
7.37,15.494
7.38,15.153
7.39,15.083
7.4,15.593
7.41,15.644
7.42,15.336
7.43,15.233
7.44,15.55
7.45,15.698
7.46,15.851
7.47,15.682
7.48,15.571
7.49,15.516
7.5,15.675
7.51,15.651
7.52,15.567
7.53,16.049
7.54,16.032
7.55,15.958
7.56,15.672
7.57,15.961
7.58,15.951
7.59,15.944
7.6,16.088
7.61,16.019
7.62,16.057
7.63,16.064
7.64,16.042
7.65,15.746
7.66,16.048
7.67,15.975
7.68,15.889
7.69,16.355
7.7,16.385
7.71,16.352
7.72,16.208
7.73,16.395
7.74,16.216
7.75,16.267
7.76,16.095
7.77,16.341
7.78,16.312
7.79,16.13
7.8,16.34
7.81,16.357
7.82,16.661
7.83,16.547
7.84,16.437
7.85,16.494
7.86,16.486
7.87,16.47
7.88,16.36
7.89,16.522
7.9,16.454
7.91,16.4
7.92,16.686
7.93,16.69
7.94,16.385
7.95,16.656
7.96,16.845
7.97,16.876
7.98,16.893
7.99,16.766
8.0,16.655
8.01,16.641
8.02,16.876
8.03,16.903
8.04,17.06
8.05,17.054
8.06,16.89
8.07,16.744
8.08,16.904
8.09,17.006
8.1,16.964
8.11,16.929
8.12,17.074
8.13,16.982
8.14,16.984
8.15,17.146
8.16,17.06
8.17,17.178
8.18,17.203
8.19,17.012
8.2,17.131
8.21,17.44
8.22,17.071
8.23,16.948
8.24,17.007
8.25,17.311
8.26,17.332
8.27,17.33
8.28,17.551
8.29,16.988
8.3,17.469
8.31,17.664
8.32,17.281
8.33,17.413
8.34,17.378
8.35,17.377
8.36,17.482
8.37,17.765
8.38,17.847
8.39,17.541
8.4,17.897
8.41,17.637
8.42,17.915
8.43,17.658
8.44,17.711
8.45,17.766
8.46,18.208
8.47,17.879
8.48,17.665
8.49,17.936
8.5,17.756
8.51,17.757
8.52,17.986
8.53,17.874
8.54,17.931
8.55,17.91
8.56,17.978
8.57,18.011
8.58,17.676
8.59,18.086
8.6,17.858
8.61,17.808
8.62,18.035
8.63,18.076
8.64,17.978
8.65,18.226
8.66,17.919
8.67,18.079
8.68,18.071
8.69,18.171
8.7,18.238
8.71,18.064
8.72,18.343
8.73,18.263
8.74,17.988
8.75,17.997
8.76,18.308
8.77,18.295
8.78,18.331
8.79,18.361
8.8,18.418
8.81,18.545
8.82,18.254
8.83,18.264
8.84,18.294
8.85,18.52
8.86,18.681
8.87,18.448
8.88,18.156
8.89,18.294
8.9,18.442
8.91,18.502
8.92,18.542
8.93,18.627
8.94,18.593
8.95,18.815
8.96,18.574
8.97,18.564
8.98,18.783
8.99,18.499
9.0,18.805
9.01,18.78
9.02,18.76
9.03,19.038
9.04,18.724
9.05,19.144
9.06,18.819
9.07,18.678
9.08,18.898
9.09,18.743
9.1,18.809
9.11,18.999
9.12,19.04
9.13,18.881
9.14,19.139
9.15,19.182
9.16,19.241
9.17,19.122
9.18,19.264
9.19,18.794
9.2,19.046
9.21,18.98
9.22,19.145
9.23,19.058
9.24,19.136
9.25,19.46
9.26,19.168
9.27,19.273
9.28,19.192
9.29,19.255
9.3,19.261
9.31,19.344
9.32,19.468
9.33,19.556
9.34,19.372
9.35,19.43
9.36,19.185
9.37,19.361
9.38,19.531
9.39,19.536
9.4,19.454
9.41,19.572
9.42,19.528
9.43,19.651
9.44,19.53
9.45,19.449
9.46,19.568
9.47,19.094
9.48,19.607
9.49,19.018
9.5,19.322
9.51,19.664
9.52,19.683
9.53,19.453
9.54,19.536
9.55,19.864
9.56,19.601
9.57,20.025
9.58,19.704
9.59,19.78
9.6,19.977
9.61,19.769
9.62,19.614
9.63,19.763
9.64,19.789
9.65,19.605
9.66,19.786
9.67,19.728
9.68,19.993
9.69,19.874
9.7,19.841
9.71,19.882
9.72,19.946
9.73,20.02
9.74,19.792
9.75,19.8
9.76,20.136
9.77,19.923
9.78,19.787
9.79,20.08
9.8,20.097
9.81,19.812
9.82,20.091
9.83,20.181
9.84,20.14
9.85,20.193
9.86,19.902
9.87,20.176
9.88,20.095
9.89,20.081
9.9,20.298
9.91,20.403
9.92,20.464
9.93,20.406
9.94,20.206
9.95,20.289
9.96,20.364
9.97,20.281
9.98,20.296
9.99,20.413
10.0,20.294
10.01,20.206
10.02,20.267
10.03,20.437
10.04,20.356
10.05,20.419
10.06,20.482
10.07,20.338
10.08,20.521
10.09,20.477
10.1,20.248
10.11,20.662
10.12,20.383
10.13,20.223
10.14,20.327
10.15,20.343
10.16,20.517
10.17,20.48
10.18,20.483
10.19,20.639
10.2,20.609
10.21,20.618
10.22,20.644
10.23,20.687
10.24,20.291
10.25,20.564
10.26,20.304
10.27,20.648
10.28,20.654
10.29,20.824
10.3,20.857
10.31,20.721
10.32,20.627
10.33,20.787
10.34,20.646
10.35,20.737
10.36,20.896
10.37,20.676
10.38,20.892
10.39,20.884
10.4,20.651
10.41,20.952
10.42,20.921
10.43,20.843
10.44,20.725
10.45,20.721
10.46,20.78
10.47,20.953
10.48,20.74
10.49,20.959
10.5,20.718
10.51,20.885
10.52,20.943
10.53,21.304
10.54,20.741
10.55,21.179
10.56,20.991
10.57,21.041
10.58,21.007
10.59,21.066
10.6,20.987
10.61,21.238
10.62,20.962
10.63,21.21
10.64,20.954
10.65,21.052
10.66,20.91
10.67,21.149
10.68,21.307
10.69,21.089
10.7,21.081
10.71,20.953
10.72,21.095
10.73,20.9
10.74,21.012
10.75,21.192
10.76,21.366
10.77,21.599
10.78,21.099
10.79,21.411
10.8,21.242
10.81,21.192
10.82,21.289
10.83,21.242
10.84,21.258
10.85,21.19
10.86,21.05
10.87,21.037
10.88,21.376
10.89,21.245
10.9,21.206
10.91,21.305
10.92,21.432
10.93,21.348
10.94,21.231
10.95,21.522
10.96,21.583
10.97,21.429
10.98,21.509
10.99,21.558
11.0,21.549
11.01,21.48
11.02,21.486
11.03,21.482
11.04,21.248
11.05,21.525
11.06,21.225
11.07,21.317
11.08,21.639
11.09,21.578
11.1,21.682
11.11,21.426
11.12,21.302
11.13,21.446
11.14,21.505
11.15,21.509
11.16,21.674
11.17,21.457
11.18,21.572
11.19,21.378
11.2,21.601
11.21,21.541
11.22,21.435
11.23,21.519
11.24,21.534
11.25,21.528
11.26,21.841
11.27,21.567
11.28,21.552
11.29,21.281
11.3,21.468
11.31,21.569
11.32,21.512
11.33,21.829
11.34,21.603
11.35,21.827
11.36,21.65
11.37,21.652
11.38,21.64
11.39,21.66
11.4,21.923
11.41,21.323
11.42,21.377
11.43,21.602
11.44,21.691
11.45,21.798
11.46,21.772
11.47,21.649
11.48,21.865
11.49,21.872
11.5,21.751
11.51,21.873
11.52,21.775
11.53,21.655
11.54,21.849
11.55,21.767
11.56,21.755
11.57,21.981
11.58,21.398
11.59,21.558
11.6,21.597
11.61,21.726
11.62,21.747
11.63,21.564
11.64,21.647
11.65,21.671
11.66,22.173
11.67,22.079
11.68,21.752
11.69,21.764
11.7,21.65
11.71,21.541
11.72,21.814
11.73,21.686
11.74,21.827
11.75,21.604
11.76,21.734
11.77,21.874
11.78,21.911
11.79,21.923
11.8,21.666
11.81,21.996
11.82,21.752
11.83,21.97
11.84,21.878
11.85,21.676
11.86,21.839
11.87,21.945
11.88,21.985
11.89,21.876
11.9,22.13
11.91,22.055
11.92,21.868
11.93,22.022
11.94,22.203
11.95,22.21
11.96,21.735
11.97,21.783
11.98,22.148
11.99,21.769
12.0,21.732
12.01,21.86
12.02,21.999
12.03,21.923
12.04,21.844
12.05,21.843
12.06,21.839
12.07,21.817
12.08,22.293
12.09,21.998
12.1,22.089
12.11,21.884
12.12,21.932
12.13,21.855
12.14,21.566
12.15,21.759
12.16,21.696
12.17,21.632
12.18,21.792
12.19,22.172
12.2,21.968
12.21,22.17
12.22,22.04
12.23,22.097
12.24,21.846
12.25,22.061
12.26,22.093
12.27,21.899
12.28,22.07
12.29,22.073
12.3,21.906
12.31,21.822
12.32,21.813
12.33,22.005
12.34,22.042
12.35,21.875
12.36,21.999
12.37,22.081
12.38,22.089
12.39,22.229
12.4,22.189
12.41,21.848
12.42,22.251
12.43,21.919
12.44,22.156
12.45,22.01
12.46,21.938
12.47,21.729
12.48,21.974
12.49,21.766
12.5,22.145
12.51,22.227
12.52,21.88
12.53,22.045
12.54,21.891
12.55,21.905
12.56,22.115
12.57,21.993
12.58,22.259
12.59,21.925
12.6,22.147
12.61,22.011
12.62,22.115
12.63,21.928
12.64,21.987
12.65,21.976
12.66,21.867
12.67,22.091
12.68,22.089
12.69,22.079
12.7,22.219
12.71,22.205
12.72,21.93
12.73,22.041
12.74,21.89
12.75,21.986
12.76,21.891
12.77,22.223
12.78,22.033
12.79,21.944
12.8,22.154
12.81,21.648
12.82,21.669
12.83,22.089
12.84,21.977
12.85,22.004
12.86,21.765
12.87,21.958
12.88,22.26
12.89,22.081
12.9,21.981
12.91,21.887
12.92,21.892
12.93,21.629
12.94,21.985
12.95,22.071
12.96,21.705
12.97,21.839
12.98,21.762
12.99,21.789
13.0,21.939
13.01,21.615
13.02,22.017
13.03,22.035
13.04,21.881
13.05,21.544
13.06,21.763
13.07,22.095
13.08,21.49
13.09,21.851
13.1,21.723
13.11,22.017
13.12,21.792
13.13,21.95
13.14,21.971
13.15,22.158
13.16,21.849
13.17,21.932
13.18,21.649
13.19,22.046
13.2,21.75
13.21,21.776
13.22,21.853
13.23,21.618
13.24,21.882
13.25,21.989
13.26,21.884
13.27,21.597
13.28,21.813
13.29,21.938
13.3,21.541
13.31,21.657
13.32,21.945
13.33,21.85
13.34,21.866
13.35,22.079
13.36,21.865
13.37,21.889
13.38,22.192
13.39,21.748
13.4,21.656
13.41,21.835
13.42,21.831
13.43,21.681
13.44,21.6
13.45,22.096
13.46,21.794
13.47,21.63
13.48,21.871
13.49,21.712
13.5,21.685
13.51,21.802
13.52,21.518
13.53,21.759
13.54,21.988
13.55,21.765
13.56,21.633
13.57,21.607
13.58,21.616
13.59,21.633
13.6,21.609
13.61,21.797
13.62,21.393
13.63,21.776
13.64,21.584
13.65,21.691
13.66,21.459
13.67,21.821
13.68,21.802
13.69,21.752
13.7,21.375
13.71,21.72
13.72,21.649
13.73,21.341
13.74,21.571
13.75,21.623
13.76,21.645
13.77,21.581
13.78,21.591
13.79,21.761
13.8,21.717
13.81,21.096
13.82,21.471
13.83,21.487
13.84,21.241
13.85,21.511
13.86,21.677
13.87,21.319
13.88,21.525
13.89,21.329
13.9,21.358
13.91,21.673
13.92,21.362
13.93,21.505
13.94,21.147
13.95,21.7
13.96,21.503
13.97,21.377
13.98,21.482
13.99,21.177
14.0,21.557
14.01,21.323
14.02,21.333
14.03,21.281
14.04,21.26
14.05,21.442
14.06,21.368
14.07,21.419
14.08,21.311
14.09,21.381
14.1,21.232
14.11,21.621
14.12,21.042
14.13,21.458
14.14,21.465
14.15,21.123
14.16,21.576
14.17,21.382
14.18,21.369
14.19,21.219
14.2,21.173
14.21,21.165
14.22,21.245
14.23,21.388
14.24,21.195
14.25,21.022
14.26,21.273
14.27,21.277
14.28,21.228
14.29,21.232
14.3,21.07
14.31,20.961
14.32,20.96
14.33,20.835
14.34,21.106
14.35,21.048
14.36,20.985
14.37,20.597
14.38,20.843
14.39,21.188
14.4,20.91
14.41,21.054
14.42,20.781
14.43,21.195
14.44,20.947
14.45,21.001
14.46,21.296
14.47,21.164
14.48,20.88
14.49,20.826
14.5,20.856
14.51,20.97
14.52,20.867
14.53,20.813
14.54,21.081
14.55,20.833
14.56,21.184
14.57,20.841
14.58,21.084
14.59,20.859
14.6,20.939
14.61,20.674
14.62,20.643
14.63,20.829
14.64,20.897
14.65,20.743
14.66,20.533
14.67,20.51
14.68,20.488
14.69,20.425
14.7,20.695
14.71,20.836
14.72,20.653
14.73,20.304
14.74,20.602
14.75,20.595
14.76,20.921
14.77,20.376
14.78,20.524
14.79,20.826
14.8,20.626
14.81,20.63
14.82,20.551
14.83,20.571
14.84,20.625
14.85,20.375
14.86,20.615
14.87,20.265
14.88,20.508
14.89,20.472
14.9,20.34
14.91,20.417
14.92,20.314
14.93,20.234
14.94,20.328
14.95,20.203
14.96,20.404
14.97,20.17
14.98,20.436
14.99,20.139
15.0,20.218
15.01,20.196
15.02,20.475
15.03,20.312
15.04,20.217
15.05,20.311
15.06,19.906
15.07,20.202
15.08,20.495
15.09,20.201
15.1,20.178
15.11,20.236
15.12,20.274
15.13,19.827
15.14,19.86
15.15,20.13
15.16,19.977
15.17,20.267
15.18,20.009
15.19,19.752
15.2,19.838
15.21,19.601
15.22,19.964
15.23,19.957
15.24,19.907
15.25,20.118
15.26,20.122
15.27,19.902
15.28,19.592
15.29,19.991
15.3,19.967
15.31,19.915
15.32,20.001
15.33,19.664
15.34,20.126
15.35,19.666
15.36,19.907
15.37,19.526
15.38,19.625
15.39,19.977
15.4,19.695
15.41,19.845
15.42,19.74
15.43,19.673
15.44,19.878
15.45,19.623
15.46,19.376
15.47,19.507
15.48,19.694
15.49,19.656
15.5,19.346
15.51,19.456
15.52,19.462
15.53,19.479
15.54,19.312
15.55,19.408
15.56,19.377
15.57,19.586
15.58,19.576
15.59,19.417
15.6,19.364
15.61,19.428
15.62,19.268
15.63,19.202
15.64,19.217
15.65,19.247
15.66,19.151
15.67,19.334
15.68,19.402
15.69,19.038
15.7,19.264
15.71,19.211
15.72,19.278
15.73,19.209
15.74,18.976
15.75,18.988
15.76,19.165
15.77,19.298
15.78,18.795
15.79,19.162
15.8,19.272
15.81,19.053
15.82,19.142
15.83,18.937
15.84,19.007
15.85,18.765
15.86,18.639
15.87,19.115
15.88,18.809
15.89,18.871
15.9,18.714
15.91,18.693
15.92,18.861
15.93,18.761
15.94,18.909
15.95,18.903
15.96,18.866
15.97,18.836
15.98,19.019
15.99,18.604
16.0,18.739
16.01,18.899
16.02,18.901
16.03,18.48
16.04,18.629
16.05,18.861
16.06,18.716
16.07,18.651
16.08,18.571
16.09,18.528
16.1,18.611
16.11,18.511
16.12,18.525
16.13,18.525
16.14,18.393
16.15,18.556
16.16,18.895
16.17,18.173
16.18,18.47
16.19,18.288
16.2,18.471
16.21,18.372
16.22,18.461
16.23,18.504
16.24,18.338
16.25,18.461
16.26,17.92
16.27,18.492
16.28,18.291
16.29,18.377
16.3,18.014
16.31,18.053
16.32,18.181
16.33,18.137
16.34,18.163
16.35,18.264
16.36,17.818
16.37,18.209
16.38,18.045
16.39,17.994
16.4,17.785
16.41,18.061
16.42,17.605
16.43,18.045
16.44,17.704
16.45,17.916
16.46,17.871
16.47,18.045
16.48,17.823
16.49,17.726
16.5,17.734
16.51,17.982
16.52,17.851
16.53,17.693
16.54,17.696
16.55,17.476
16.56,17.75
16.57,17.408
16.58,17.764
16.59,17.651
16.6,17.97
16.61,17.427
16.62,17.556
16.63,17.821
16.64,17.71
16.65,17.407
16.66,17.524
16.67,17.471
16.68,17.492
16.69,17.325
16.7,17.396
16.71,17.149
16.72,17.389
16.73,17.416
16.74,17.293
16.75,17.065
16.76,17.435
16.77,17.32
16.78,17.136
16.79,17.182
16.8,16.978
16.81,17.029
16.82,17.081
16.83,17.325
16.84,17.024
16.85,17.195
16.86,16.998
16.87,17.095
16.88,17.015
16.89,17.146
16.9,16.914
16.91,16.737
16.92,16.745
16.93,16.851
16.94,16.722
16.95,16.95
16.96,16.797
16.97,17.202
16.98,16.564
16.99,16.834
17.0,16.613
17.01,16.686
17.02,16.76
17.03,16.369
17.04,16.731
17.05,16.96
17.06,16.585
17.07,16.67
17.08,16.763
17.09,16.563
17.1,16.479
17.11,16.203
17.12,16.619
17.13,16.484
17.14,16.327
17.15,16.476
17.16,16.348
17.17,16.334
17.18,16.482
17.19,16.169
17.2,16.504
17.21,16.116
17.22,16.204
17.23,16.57
17.24,16.428
17.25,16.251
17.26,16.073
17.27,16.113
17.28,16.181
17.29,16.153
17.3,16.112
17.31,16.098
17.32,16.049
17.33,15.842
17.34,15.958
17.35,16.151
17.36,15.786
17.37,15.94
17.38,15.823
17.39,15.94
17.4,15.842
17.41,16.1
17.42,15.931
17.43,15.636
17.44,15.911
17.45,15.671
17.46,15.678
